HOUSE_MANAGE_NO,HOUSE_TY,LTTOT_TOP_AMOUNT,MODEL_NO,PBLANC_NO,SPSPLY_HSHLDCO,SUPLY_AR,SUPLY_HSHLDCO
2022910146,104.7358T,124600,03,2022910146,0,,1
2022910146,141.9062T,176800,04,2022910146,0,,2
2022910145,084.7094A,55199,01,2022910145,0,,13
2022910144,035.7100 ,45000,01,2022910144,0,,1
2022910144,038.3400 ,45000,02,2022910144,0,,1
2022910144,050.4600 ,57000,03,2022910144,0,,1
2022910144,056.4500 ,59900,04,2022910144,0,,2
2022910144,056.4600 ,59900,05,2022910144,0,,1
2022910143,084.9935 ,63800,01,2022910143,0,,7
2022910142,084.9633A,84700,01,2022910142,0,,27
2022910142,084.8692B,84300,02,2022910142,0,,15
2022910142,084.9480C,84500,03,2022910142,0,,33
2022910141,039.9400 ,23640,01,2022910141,0,,7
2022910140,067.9792A,34580,01,2022910140,0,,2
2022910138,084.9967 ,38922,01,2022910138,0,,13
2022910137,053.6371 ,28900,01,2022910137,0,,17
2022910137,074.1775 ,48500,02,2022910137,0,,35
2022910137,082.9872 ,51500,03,2022910137,0,,34
2022910136,059.7400A,71500,01,2022910136,0,,3
2022910135,084.2472A,44750,01,2022910135,0,,26
2022910134,072.8558A,28980,01,2022910134,0,,1
2022910133,084.9100A,93970,01,2022910133,0,,3
2022910132,077.1786 ,54600,01,2022910132,0,,10
2022910132,081.8348 ,57600,02,2022910132,0,,12
2022910131,084.7270A,57620,01,2022910131,0,,60
2022910131,084.7313B,58200,02,2022910131,0,,81
2022910131,084.9245C,57700,03,2022910131,0,,53
2022910131,113.1556A,131970,04,2022910131,0,,2
2022910130,076.5620B,45095,01,2022910130,0,,3
2022910130,084.1218A,51399,02,2022910130,0,,7
2022910128,084.9965A,67380,01,2022910128,0,,2
2022910128,084.9996B,66780,02,2022910128,0,,3
2022910127,054.5200A,69330,01,2022910127,0,,4
2022910127,054.5600B,64660,02,2022910127,0,,1
2022910127,055.0800A,69820,03,2022910127,0,,3
2022910127,055.1800B,66160,04,2022910127,0,,1
2022910127,067.4400 ,85760,05,2022910127,0,,1
2022910127,068.3900 ,80760,06,2022910127,0,,1
2022910127,126.6200 ,153270,07,2022910127,0,,1
2022910126,018.6585A,21000,01,2022910126,0,,1
2022910126,018.9021B,21000,02,2022910126,0,,1
2022910126,018.5019C,21000,03,2022910126,0,,2
2022910126,020.6650C,21800,04,2022910126,0,,2
2022910126,023.3354A,29000,05,2022910126,0,,1
2022910126,023.3354B,27000,06,2022910126,0,,1
2022910126,024.3350 ,27000,07,2022910126,0,,3
2022910126,025.9755 ,29000,08,2022910126,0,,1
2022910126,026.6863 ,33000,09,2022910126,0,,1
2022910126,056.7067A,77890,10,2022910126,0,,1
2022910126,056.7067B,77190,11,2022910126,0,,1
2022910126,058.9672 ,80660,12,2022910126,0,,1
2022910126,059.9906A,87910,13,2022910126,0,,19
2022910126,059.9879B,92490,14,2022910126,0,,21
2022910126,066.1059 ,90910,15,2022910126,0,,1
2022910126,076.1473 ,102940,16,2022910126,0,,2
2022910126,078.1719 ,114780,17,2022910126,0,,74
2022910125,084.8460A,45660,01,2022910125,0,,2
2022910125,084.4590G,42390,02,2022910125,0,,1
2022910124,076.7750A,45090,01,2022910124,0,,6
2022910124,084.8460A,50440,02,2022910124,0,,29
2022910124,084.8460B,50440,03,2022910124,0,,19
2022910124,084.8990C,48680,04,2022910124,0,,6
2022910124,084.8380F,49430,05,2022910124,0,,3
2022910124,084.4590G,46830,06,2022910124,0,,2
2022910124,084.4590H,46370,07,2022910124,0,,1
2022910123,076.7750A,45540,01,2022910123,0,,8
2022910123,084.8460A,49940,02,2022910123,0,,46
2022910123,084.8460B,49940,03,2022910123,0,,36
2022910123,084.8990C,48200,04,2022910123,0,,5
2022910123,084.8380F,48460,05,2022910123,0,,1
2022910123,084.4590H,46370,06,2022910123,0,,3
2022910122,084.0726A,53200,01,2022910122,0,,26
2022910122,084.4015B,50510,02,2022910122,0,,5
2022910121,071.8196B,52550,01,2022910121,0,,2
2022910120,063.7342 ,42800,01,2022910120,0,,4
2022910120,065.0781A,42700,02,2022910120,0,,2
2022910120,065.4427B,42200,03,2022910120,0,,9
2022910119,084.9594A,41159,01,2022910119,0,,2
2022910119,084.9389C,38808,02,2022910119,0,,2
2022910118,076.9435A,32330,01,2022910118,0,,2
2022910117,084.5448A,82999,01,2022910117,0,,3
2022910117,084.8750C,85741,02,2022910117,0,,4
2022910117,084.0690D,80177,03,2022910117,0,,3
2022910117,084.0070E,84928,04,2022910117,0,,6
2022910117,084.3712G,79515,05,2022910117,0,,3
2022910117,084.9168H,85313,06,2022910117,0,,2
2022910116,041.1800F,29420,01,2022910116,0,,8
2022910116,044.5600C,29940,02,2022910116,0,,7
2022910116,059.3300A,44910,03,2022910116,0,,9
2022910116,059.7300B,44680,04,2022910116,0,,10
2022910116,061.6900B,51000,05,2022910116,0,,1
2022910116,061.1200E,44860,06,2022910116,0,,10
2022910116,066.8500D,46220,07,2022910116,0,,11
2022910116,075.9700G,59000,08,2022910116,0,,1
2022910115,123.5670 ,84390,01,2022910115,0,,3
2022910114,070.1200A,58900,01,2022910114,0,,19
2022910114,070.5600B,58700,02,2022910114,0,,16
2022910114,073.7000C,60000,03,2022910114,0,,7
2022910114,074.6100D,62500,04,2022910114,0,,19
2022910114,074.6200E,62100,05,2022910114,0,,8
2022910114,075.6000F,60600,06,2022910114,0,,21
2022910114,076.7900G,62800,07,2022910114,0,,8
2022910114,084.8500H,68400,08,2022910114,0,,8
2022910113,084.9577A,91000,01,2022910113,0,,9
2022910113,097.8381T,109900,02,2022910113,0,,1
2022910113,104.7358T,124600,03,2022910113,0,,1
2022910113,137.6076T,173200,04,2022910113,0,,2
2022910113,139.1809T,175000,05,2022910113,0,,1
2022910113,141.9062T,176800,06,2022910113,0,,2
2022910112,084.5200A,39000,01,2022910112,0,,1
2022910111,052.9263 ,34600,01,2022910111,0,,2
2022910110,084.9840 ,46357,01,2022910110,0,,16
2022910109,039.1136 ,49750,01,2022910109,0,,3
2022910109,059.1202A,82750,02,2022910109,0,,8
2022910109,059.9525B,81450,03,2022910109,0,,9
2022910109,059.9717C,82750,04,2022910109,0,,8
2022910108,053.6371 ,28900,01,2022910108,0,,17
2022910108,074.1775 ,48500,02,2022910108,0,,35
2022910108,082.9872 ,51500,03,2022910108,0,,34
2022910107,241.9579 ,255100,01,2022910107,0,,1
2022910107,244.7751 ,380700,02,2022910107,0,,1
2022910106,035.7100 ,45000,01,2022910106,0,,1
2022910106,038.3400 ,45000,02,2022910106,0,,2
2022910106,050.4600 ,57000,03,2022910106,0,,1
2022910106,053.5100 ,56000,04,2022910106,0,,1
2022910106,056.4500 ,59900,05,2022910106,0,,2
2022910106,056.4600 ,59900,06,2022910106,0,,2
2022910105,084.8271A,51927,01,2022910105,0,,2
2022910105,084.7027B,53441,02,2022910105,0,,4
2022910105,084.2702C,53325,03,2022910105,0,,7
2022910104,084.2472A,45055,01,2022910104,0,,29
2022910104,084.5745B,47510,02,2022910104,0,,48
2022910104,084.1347C,45055,03,2022910104,0,,29
2022910104,084.8788D,47510,04,2022910104,0,,36
2022910103,084.9900A,89900,01,2022910103,0,,9
2022910103,084.9600B,89200,02,2022910103,0,,4
2022910101,067.9792A,34580,01,2022910101,0,,3
2022910101,084.9703A,43770,02,2022910101,0,,216
2022910100,084.0726A,53200,01,2022910100,0,,47
2022910100,084.4015B,52320,02,2022910100,0,,13
2022910099,054.4753 ,45700,01,2022910099,0,,41
2022910099,077.1786 ,54600,02,2022910099,0,,10
2022910099,081.8348 ,57600,03,2022910099,0,,13
2022910098,039.9400 ,23640,01,2022910098,0,,9
2022910098,049.9000 ,29900,02,2022910098,0,,17
2022910098,059.9100 ,39320,03,2022910098,0,,17
2022910097,109.5536 ,96360,01,2022910097,0,,4
2022910097,137.1131B,119810,02,2022910097,0,,4
2022910096,018.6585A,21000,01,2022910096,0,,1
2022910096,018.9021B,21000,02,2022910096,0,,1
2022910096,018.5019C,21000,03,2022910096,0,,2
2022910096,019.9815A,25000,04,2022910096,0,,40
2022910096,019.7295B,21400,05,2022910096,0,,5
2022910096,020.7740A,25000,06,2022910096,0,,9
2022910096,020.9300B,25000,07,2022910096,0,,5
2022910096,020.6650C,21800,08,2022910096,0,,2
2022910096,023.8466 ,23000,09,2022910096,0,,4
2022910096,023.3354A,29000,10,2022910096,0,,1
2022910096,023.3354B,27000,11,2022910096,0,,1
2022910096,024.3350 ,27000,12,2022910096,0,,3
2022910096,025.9755 ,29000,13,2022910096,0,,1
2022910096,026.6863 ,33000,14,2022910096,0,,2
2022910096,056.7067A,77890,15,2022910096,0,,1
2022910096,056.7067B,77190,16,2022910096,0,,1
2022910096,058.9672 ,80660,17,2022910096,0,,1
2022910096,059.9906A,87910,18,2022910096,0,,20
2022910096,059.9879B,92490,19,2022910096,0,,21
2022910096,066.1059 ,90910,20,2022910096,0,,1
2022910096,076.1473 ,102940,21,2022910096,0,,2
2022910096,078.1719 ,114780,22,2022910096,0,,74
2022910095,084.7772B,45600,01,2022910095,0,,1
2022910095,114.9995B,62300,02,2022910095,0,,1
2022910094,084.8877A,46000,01,2022910094,0,,15
2022910094,084.7772B,45600,02,2022910094,0,,1
2022910094,084.4818C,45800,03,2022910094,0,,19
2022910094,114.8327A,63000,04,2022910094,0,,1
2022910094,114.9995B,62300,05,2022910094,0,,4
2022910093,054.5200A,69330,01,2022910093,0,,4
2022910093,054.5600B,64660,02,2022910093,0,,1
2022910093,055.0800A,69820,03,2022910093,0,,3
2022910093,055.1800B,66160,04,2022910093,0,,1
2022910093,067.4400 ,85760,05,2022910093,0,,1
2022910093,068.3900 ,80760,06,2022910093,0,,1
2022910093,126.6200 ,153270,07,2022910093,0,,1
2022910092,076.9435A,34400,01,2022910092,0,,8
2022910091,071.8196B,52550,01,2022910091,0,,2
2022910090,063.7342 ,42800,01,2022910090,0,,7
2022910090,065.0781A,42700,02,2022910090,0,,2
2022910090,065.4427B,42200,03,2022910090,0,,14
2022910089,123.5670 ,85490,01,2022910089,0,,4
2022910088,059.9845C,24450,01,2022910088,0,,1
2022910087,064.9900D,36600,01,2022910087,0,,1
2022910087,070.0500B,40800,02,2022910087,0,,1
2022910086,084.5448A,82999,01,2022910086,0,,3
2022910086,084.8750C,85741,02,2022910086,0,,4
2022910086,084.0690D,80177,03,2022910086,0,,3
2022910086,084.0070E,84928,04,2022910086,0,,6
2022910086,084.3712G,79716,05,2022910086,0,,4
2022910086,084.9168H,85313,06,2022910086,0,,2
2022910085,084.9577A,91000,01,2022910085,0,,24
2022910085,084.9935B,90800,02,2022910085,0,,18
2022910085,084.9620C,90100,03,2022910085,0,,25
2022910085,084.9987E,90600,04,2022910085,0,,53
2022910085,088.9401T,97400,05,2022910085,0,,2
2022910085,097.8381T,109900,06,2022910085,0,,1
2022910085,104.7358T,124600,07,2022910085,0,,1
2022910085,137.6076T,173200,08,2022910085,0,,2
2022910085,139.1809T,175000,09,2022910085,0,,1
2022910085,141.9062T,176800,10,2022910085,0,,2
2022910084,074.9463B,32700,01,2022910084,0,,9
2022910083,076.5620B,45095,01,2022910083,0,,4
2022910083,084.1218A,51399,02,2022910083,0,,7
2022910082,084.8387 ,51900,01,2022910082,0,,5
2022910081,084.9840 ,46357,01,2022910081,0,,30
2022910080,084.8900 ,50500,01,2022910080,0,,3
2022910079,045.8136B,27060,01,2022910079,0,,1
2022910079,064.8095B,35910,02,2022910079,0,,1
2022910079,084.9338A,47270,03,2022910079,0,,2
2022910078,241.9579 ,255100,01,2022910078,0,,1
2022910078,244.7751 ,380700,02,2022910078,0,,1
2022910077,042.9794B,49800,01,2022910077,0,,2
2022910077,084.8654B,100400,02,2022910077,0,,6
2022910077,112.9104 ,134300,03,2022910077,0,,10
2022910076,111.2848 ,70700,01,2022910076,0,,4
2022910075,059.9300C,24020,01,2022910075,0,,1
2022910074,059.8600 ,27420,01,2022910074,0,,1
2022910074,064.5800 ,29500,02,2022910074,0,,1
2022910073,084.6200A,34900,01,2022910073,0,,1
2022910072,035.7100 ,45000,01,2022910072,0,,1
2022910072,038.3400 ,45000,02,2022910072,0,,3
2022910072,050.4600 ,57000,03,2022910072,0,,1
2022910072,053.5100 ,56000,04,2022910072,0,,1
2022910072,056.4500 ,59900,05,2022910072,0,,3
2022910072,056.4600 ,59900,06,2022910072,0,,2
2022910071,084.9664A,58555,01,2022910071,0,,57
2022910071,084.8995B,58944,02,2022910071,0,,21
2022910070,148.9346P,120000,01,2022910070,0,,2
2022910069,084.8137B,68760,01,2022910069,0,,15
2022910069,084.0616D,63080,02,2022910069,0,,1
2022910068,076.9435A,34400,01,2022910068,0,,16
2022910068,076.9908B,34980,02,2022910068,0,,5
2022910068,084.9751A,37240,03,2022910068,0,,2
2022910068,144.6206 ,69500,04,2022910068,0,,1
2022910067,054.4753 ,45700,01,2022910067,0,,42
2022910067,077.1786 ,54600,02,2022910067,0,,10
2022910067,081.8348 ,57600,03,2022910067,0,,13
2022910066,071.8196B,52550,01,2022910066,0,,2
2022910065,081.9120A,50100,01,2022910065,0,,1
2022910064,084.6746A,58890,01,2022910064,0,,78
2022910064,123.5670 ,85490,02,2022910064,0,,5
2022910064,219.0166 ,180100,03,2022910064,0,,2
2022910063,074.9864A,32700,01,2022910063,0,,1
2022910063,074.9463B,32600,02,2022910063,0,,17
2022910062,084.9651C,45300,01,2022910062,0,,2
2022910061,084.9617A,37700,01,2022910061,0,,37
2022910061,084.9652B,35600,02,2022910061,0,,50
2022910061,108.4759P,53850,03,2022910061,0,,1
2022910061,111.7211 ,53500,04,2022910061,0,,5
2022910061,130.1674 ,62600,05,2022910061,0,,19
2022910061,162.5383P,81800,06,2022910061,0,,1
2022910060,054.5200A,69330,01,2022910060,0,,4
2022910060,054.5600B,64660,02,2022910060,0,,1
2022910060,055.0800A,69820,03,2022910060,0,,4
2022910060,055.1800B,66160,04,2022910060,0,,1
2022910060,067.4400 ,85760,05,2022910060,0,,1
2022910060,068.3900 ,80760,06,2022910060,0,,1
2022910060,126.6200 ,153270,07,2022910060,0,,1
2022910059,051.4210A,72030,01,2022910059,0,,1
2022910058,039.9368 ,49000,01,2022910058,0,,41
2022910057,084.5448A,82999,01,2022910057,0,,3
2022910057,084.8750C,85741,02,2022910057,0,,4
2022910057,084.0690D,80177,03,2022910057,0,,3
2022910057,084.0070E,84928,04,2022910057,0,,6
2022910057,084.3712G,79716,05,2022910057,0,,4
2022910057,084.9168H,85313,06,2022910057,0,,2
2022910056,076.5620B,45095,01,2022910056,0,,5
2022910056,084.1218A,51399,02,2022910056,0,,9
2022910055,018.4100B,26500,01,2022910055,0,,1
2022910054,241.9579 ,255100,01,2022910054,0,,1
2022910054,244.7751 ,380700,02,2022910054,0,,1
2022910053,064.9900D,36600,01,2022910053,0,,1
2022910053,070.0500B,40800,02,2022910053,0,,1
2022910052,052.9263 ,34600,01,2022910052,0,,2
2022910052,053.8262C,36000,02,2022910052,0,,1
2022910051,084.9967A,37404,01,2022910051,0,,32
2022910051,084.9904B,37572,02,2022910051,0,,1
2022910051,084.9370C,38444,03,2022910051,0,,2
2022910051,084.9867D,36671,04,2022910051,0,,1
2022910050,084.9967A,37415,01,2022910050,0,,46
2022910050,084.9904B,37584,02,2022910050,0,,14
2022910050,084.9370C,38458,03,2022910050,0,,6
2022910050,084.9867D,34954,04,2022910050,0,,2
2022910049,111.2848 ,70700,01,2022910049,0,,4
2022910048,084.9300A,41810,01,2022910048,0,,1
2022910047,081.9120A,501000,01,2022910047,0,,2
2022910046,084.9846C,37003,01,2022910046,0,,2
2022910046,084.9849F,37079,02,2022910046,0,,1
2022910045,084.8900 ,50500,01,2022910045,0,,3
2022910044,084.6746A,58890,01,2022910044,0,,99
2022910044,084.6729B,58290,02,2022910044,0,,53
2022910044,123.5670 ,85890,03,2022910044,0,,7
2022910044,219.0166 ,180100,04,2022910044,0,,2
2022910043,084.9594B,63072,01,2022910043,0,,5
2022910043,084.8450C,61342,02,2022910043,0,,23
2022910042,065.2870A,50100,01,2022910042,0,,28
2022910041,074.9864A,32700,01,2022910041,0,,1
2022910041,074.9463B,32600,02,2022910041,0,,27
2022910040,148.9346P,120000,01,2022910040,0,,2
2022910039,053.2800D,43600,01,2022910039,0,,1
2022910038,074.8600A,42454,01,2022910038,0,,3
2022910038,084.9600C,48639,02,2022910038,0,,5
2022910037,084.3216A,47840,01,2022910037,0,,1
2022910037,084.3216B,52090,02,2022910037,0,,2
2022910036,059.9910A,33690,01,2022910036,0,,117
2022910036,059.9891B,33410,02,2022910036,0,,88
2022910036,075.9892 ,39500,03,2022910036,0,,41
2022910036,084.9857 ,43890,04,2022910036,0,,17
2022910035,084.9617A,45600,01,2022910035,0,,59
2022910035,084.9623B,45200,02,2022910035,0,,13
2022910035,084.9651C,45300,03,2022910035,0,,4
2022910035,084.9654D,45300,04,2022910035,0,,9
2022910035,084.9732E,73000,05,2022910035,0,,2
2022910034,084.9680C,63100,01,2022910034,0,,2
2022910033,084.5448A,83200,01,2022910033,0,,4
2022910033,084.5118B,82474,02,2022910033,0,,3
2022910033,084.8750C,85741,03,2022910033,0,,4
2022910033,084.0690D,80177,04,2022910033,0,,3
2022910033,084.0070E,84928,05,2022910033,0,,6
2022910033,084.9370F,80175,06,2022910033,0,,5
2022910033,084.3712G,79716,07,2022910033,0,,5
2022910033,084.9168H,85313,08,2022910033,0,,3
2022910032,035.7100 ,45000,01,2022910032,0,,1
2022910032,038.3400 ,45000,02,2022910032,0,,3
2022910032,050.4600 ,57000,03,2022910032,0,,1
2022910032,053.5100 ,56000,04,2022910032,0,,1
2022910032,056.4500 ,59900,05,2022910032,0,,4
2022910032,056.4600 ,59900,06,2022910032,0,,2
2022910031,055.3230A,42250,01,2022910031,0,,1
2022910031,071.8196B,53150,02,2022910031,0,,4
2022910030,059.8070 ,39570,01,2022910030,0,,4
2022910030,072.1350 ,47910,02,2022910030,0,,3
2022910029,076.5620B,45095,01,2022910029,0,,8
2022910029,084.1218A,51399,02,2022910029,0,,10
2022910028,054.4753 ,45700,01,2022910028,0,,45
2022910028,077.1786 ,54600,02,2022910028,0,,10
2022910028,081.8348 ,57900,03,2022910028,0,,14
2022910027,016.0100D,24900,01,2022910027,0,,1
2022910027,016.2300D,24900,02,2022910027,0,,1
2022910027,018.4100B,26500,03,2022910027,0,,1
2022910026,054.5200A,69330,01,2022910026,0,,4
2022910026,054.5600B,64660,02,2022910026,0,,1
2022910026,055.0800A,69820,03,2022910026,0,,4
2022910026,055.1800B,66160,04,2022910026,0,,1
2022910026,067.4400 ,85760,05,2022910026,0,,1
2022910026,068.3900 ,80760,06,2022910026,0,,1
2022910026,126.6200 ,153270,07,2022910026,0,,1
2022910025,074.6207 ,44300,01,2022910025,0,,6
2022910025,077.0327 ,44900,02,2022910025,0,,6
2022910025,078.1727A,46500,03,2022910025,0,,6
2022910025,084.6989A,47400,04,2022910025,0,,20
2022910025,084.7733B,47500,05,2022910025,0,,16
2022910024,098.9628A,54400,01,2022910024,0,,1
2022910023,081.9120A,53200,01,2022910023,0,,3
2022910023,083.9450A,55800,02,2022910023,0,,2
2022910023,083.9451B,54700,03,2022910023,0,,7
2022910022,064.9900D,36600,01,2022910022,0,,1
2022910022,070.0500B,40800,02,2022910022,0,,1
2022910021,084.0000A,95540,01,2022910021,0,,66
2022910021,084.7098B,92730,02,2022910021,0,,4
2022910021,084.9964C,93610,03,2022910021,0,,8
2022910021,084.9559D,93540,04,2022910021,0,,5
2022910021,104.8719T,121700,05,2022910021,0,,1
2022910020,039.9863 ,23400,01,2022910020,0,,7
2022910020,059.9992 ,36400,02,2022910020,0,,61
2022910020,084.9432A,55800,03,2022910020,0,,27
2022910020,084.9741B,54900,04,2022910020,0,,191
2022910020,111.2848 ,70700,05,2022910020,0,,4
2022910019,201.1449 ,239400,01,2022910019,0,,11
2022910019,201.1097 ,239300,02,2022910019,0,,10
2022910019,241.9579 ,255100,03,2022910019,0,,1
2022910019,244.7751 ,380700,04,2022910019,0,,1
2022910018,084.8900 ,51500,01,2022910018,0,,5
2022910017,065.2870A,50100,01,2022910017,0,,28
2022910017,065.5857B,50100,02,2022910017,0,,30
2022910016,084.9880A,60575,01,2022910016,0,,1
2022910016,084.9890C,60641,02,2022910016,0,,1
2022910015,059.8318 ,24200,01,2022910015,0,,40
2022910015,072.9082A,29900,02,2022910015,0,,82
2022910015,072.8787B,29300,03,2022910015,0,,15
2022910014,055.3230A,42250,01,2022910014,0,,1
2022910014,069.5993B,53150,02,2022910014,0,,12
2022910014,071.8196B,53150,03,2022910014,0,,4
2022910013,051.0868C,30840,01,2022910013,0,,1
2022910012,084.5448A,83200,01,2022910012,0,,4
2022910012,084.5118B,82474,02,2022910012,0,,3
2022910012,084.8750C,85741,03,2022910012,0,,4
2022910012,084.0690D,80177,04,2022910012,0,,3
2022910012,084.0070E,84928,05,2022910012,0,,6
2022910012,084.9370F,80175,06,2022910012,0,,5
2022910012,084.3712G,79716,07,2022910012,0,,5
2022910012,084.9168H,85313,08,2022910012,0,,3
2022910011,123.0091 ,75810,01,2022910011,0,,1
2022910010,059.9912A,23000,01,2022910010,0,,41
2022910010,059.8931B,22800,02,2022910010,0,,45
2022910010,074.9864A,32700,03,2022910010,0,,12
2022910010,074.9463B,32600,04,2022910010,0,,59
2022910009,059.8198 ,39000,01,2022910009,0,,4
2022910009,103.5042 ,65300,02,2022910009,0,,5
2022910008,084.9941A,54800,01,2022910008,0,,230
2022910007,064.7798A,38373,01,2022910007,0,,26
2022910007,064.9906B,38007,02,2022910007,0,,13
2022910007,076.0540A,43964,03,2022910007,0,,18
2022910007,076.5620B,45095,04,2022910007,0,,10
2022910007,076.6721C,46639,05,2022910007,0,,21
2022910007,076.8645D,46760,06,2022910007,0,,19
2022910007,084.1218A,51399,07,2022910007,0,,15
2022910006,066.1546C,39678,01,2022910006,0,,12
2022910005,084.3216A,48370,01,2022910005,0,,2
2022910005,084.3216B,53690,02,2022910005,0,,6
2022910004,069.7194 ,38110,01,2022910004,0,,1
2022910003,057.0107A,26979,01,2022910003,0,,2
2022910003,084.4843A,40768,02,2022910003,0,,6
2022910002,192.9627B,147081,01,2022910002,0,,1
2022910001,066.4800A,35400,01,2022910001,0,,1
2022910001,069.4200 ,39500,02,2022910001,0,,1
2021930014,059.7620B,38738,01,2021930014,0,80.8810,1
2021930014,059.9480D,34963,02,2021930014,0,80.5300,1
2021930014,084.8790A,50398,03,2021930014,0,111.7330,1
2021930013,084.9192A,43400,01,2021930013,0,112.5345,1
2021930012,059.8400A,46770,01,2021930012,1,77.1800,0
2021930012,084.9200A,55720,02,2021930012,0,108.5100,2
2021930011,079.9636A,39500,01,2021930011,1,104.7633,0
2021930011,079.9840B,39400,02,2021930011,1,102.4498,0
2021930011,084.9886A,41800,03,2021930011,2,110.4856,1
2021930010,084.8389A,49900,01,2021930010,1,111.2750,0
2021930008,059.9480A,36809,01,2021930008,1,80.3230,4
2021930008,059.7620B,37993,02,2021930008,0,80.8810,1
2021930008,059.9790C,38200,03,2021930008,1,79.8360,2
2021930008,059.9480E,37578,04,2021930008,0,82.1890,6
2021930008,084.8790A,51405,05,2021930008,1,111.7330,1
2021930007,101.8115A,72574,01,2021930007,0,126.9229,1
2021930004,084.9815A,27800,01,2021930004,1,111.7567,0
2021930002,084.9534A,39610,01,2021930002,1,107.6953,0
2021930001,039.2600 ,31312,01,2021930001,4,57.6440,8
2021930001,059.8700A,60152,02,2021930001,4,85.4260,3
2021930001,059.5200B,60390,03,2021930001,0,85.8810,4
2021930001,084.6000A,82024,04,2021930001,4,114.3450,8
2021920001,059.8823 ,21538,01,2021920001,0,,3
2021920001,076.9712A,27435,02,2021920001,0,,2
2021920001,076.9639B,27273,03,2021920001,0,,0
2021920001,084.8568A,29966,04,2021920001,0,,0
2021920001,084.8100B,29788,05,2021920001,0,,0
2021920001,084.9086C,30135,06,2021920001,0,,0
2021920001,114.9563 ,39869,07,2021920001,0,,0
2021920001,115.9092M,43234,08,2021920001,0,,0
2021920001,133.3147A,69304,09,2021920001,0,,0
2021920001,133.9468B,68791,10,2021920001,0,,0
2021910188,064.9900D,36600,01,2021910188,0,,1
2021910188,070.0500B,40800,02,2021910188,0,,1
2021910187,081.9120A,53200,01,2021910187,0,,12
2021910187,083.9450A,55800,02,2021910187,0,,11
2021910187,083.9451B,54700,03,2021910187,0,,13
2021910186,016.0100D,24900,01,2021910186,0,,1
2021910186,016.2300D,24900,02,2021910186,0,,1
2021910186,018.4100B,26500,03,2021910186,0,,1
2021910185,052.9263 ,34600,01,2021910185,0,,2
2021910185,053.8262C,36000,02,2021910185,0,,1
2021910184,104.9454A,86460,01,2021910184,0,,2
2021910183,074.9676A,43770,01,2021910183,0,,1
2021910182,084.9321A,40510,01,2021910182,0,,34
2021910182,084.9589B,41880,02,2021910182,0,,18
2021910182,084.9339C,32620,03,2021910182,0,,8
2021910181,084.9321A,33500,01,2021910181,0,,11
2021910181,084.9589B,34600,02,2021910181,0,,29
2021910181,084.9339C,32490,03,2021910181,0,,9
2021910180,084.6975A,58900,01,2021910180,0,,161
2021910180,099.7273 ,72400,02,2021910180,0,,12
2021910179,084.8900 ,51500,01,2021910179,0,,6
2021910178,054.5200A,69330,01,2021910178,0,,4
2021910178,054.5600B,67950,02,2021910178,0,,3
2021910178,055.0800A,69820,03,2021910178,0,,4
2021910178,055.1800B,66160,04,2021910178,0,,1
2021910178,067.4400 ,85760,05,2021910178,0,,1
2021910178,068.3900 ,80760,06,2021910178,0,,2
2021910178,126.6200 ,153270,07,2021910178,0,,1
2021910177,054.5710F,34780,01,2021910177,0,,1
2021910176,035.7100 ,45000,01,2021910176,0,,1
2021910176,038.3400 ,45000,02,2021910176,0,,4
2021910176,050.4600 ,57000,03,2021910176,0,,1
2021910176,053.5100 ,56000,04,2021910176,0,,1
2021910176,056.4500 ,59900,05,2021910176,0,,5
2021910176,056.4600 ,59900,06,2021910176,0,,2
2021910175,059.8970E,45942,01,2021910175,0,,1
2021910175,059.9440H,45231,02,2021910175,0,,1
2021910175,059.9880I,46136,03,2021910175,0,,1
2021910175,071.7780F,53656,04,2021910175,0,,1
2021910175,084.9880A,60756,05,2021910175,0,,7
2021910175,084.9680A,60976,06,2021910175,0,,1
2021910175,084.9760B,60423,07,2021910175,0,,1
2021910175,084.9890C,60824,08,2021910175,0,,3
2021910175,084.9870D,60242,09,2021910175,0,,4
2021910174,084.5448A,83604,01,2021910174,0,,6
2021910174,084.5118B,82474,02,2021910174,0,,4
2021910174,084.8750C,85741,03,2021910174,0,,5
2021910174,084.0690D,80177,04,2021910174,0,,4
2021910174,084.0070E,84928,05,2021910174,0,,6
2021910174,084.9370F,80175,06,2021910174,0,,5
2021910174,084.3712G,79716,07,2021910174,0,,5
2021910174,084.9168H,85313,08,2021910174,0,,3
2021910173,095.0146 ,59400,01,2021910173,0,,1
2021910172,059.7983B,42650,01,2021910172,0,,16
2021910171,049.8290A,32430,01,2021910171,0,,34
2021910171,050.9432B,33490,02,2021910171,0,,35
2021910171,051.0868C,30840,03,2021910171,0,,1
2021910171,051.0868D,33670,04,2021910171,0,,14
2021910171,051.2791E,33380,05,2021910171,0,,17
2021910171,051.9447F,30980,06,2021910171,0,,15
2021910171,077.7477 ,49930,07,2021910171,0,,18
2021910170,055.3230A,42250,01,2021910170,0,,1
2021910170,069.5993B,53150,02,2021910170,0,,13
2021910170,071.8196B,53450,03,2021910170,0,,5
2021910169,059.9464A,42600,01,2021910169,0,,1
2021910168,066.4800A,35400,01,2021910168,0,,2
2021910168,069.4200 ,39500,02,2021910168,0,,1
2021910167,084.8989A,56000,01,2021910167,0,,42
