HOUSE_MANAGE_NO,HOUSE_TY,LTTOT_TOP_AMOUNT,MODEL_NO,PBLANC_NO,SPSPLY_HSHLDCO,SUPLY_AR,SUPLY_HSHLDCO
2023910102,059.9861 ,24930,01,2023910102,0,,11
2023910102,074.6957 ,31635,02,2023910102,0,,9
2023910102,084.8504 ,33615,03,2023910102,0,,1
2023910100,074.8978E,60543,01,2023910100,0,,1
2023910099,084.5746A,39548,01,2023910099,0,,5
2023910099,110.7887A,51204,02,2023910099,0,,2
2023910099,110.7887T,58874,03,2023910099,0,,7
2023910098,084.9840A,29760,01,2023910098,0,,11
2023910098,084.9840B,29340,02,2023910098,0,,8
2023910098,084.9720C,29500,03,2023910098,0,,8
2023910098,084.9770D,29000,04,2023910098,0,,8
2023910097,033.6443 ,49300,01,2023910097,0,,3
2023910097,035.2843 ,53000,02,2023910097,0,,3
2023910097,037.3188 ,46400,03,2023910097,0,,3
2023910097,038.6542 ,50700,04,2023910097,0,,2
2023910097,042.3840A,55000,05,2023910097,0,,2
2023910096,054.4753 ,43415,01,2023910096,0,,39
2023910096,077.1786 ,54600,02,2023910096,0,,9
2023910096,081.8348 ,57600,03,2023910096,0,,11
2023910095,051.4210A,75380,01,2023910095,0,,1
2023910095,052.2180A,75780,02,2023910095,0,,1
2023910094,049.9130 ,59900,01,2023910094,0,,1
2023910094,059.9270A,76610,02,2023910094,0,,7
2023910094,059.6110B,75610,03,2023910094,0,,4
2023910094,084.7870A,99860,04,2023910094,0,,20
2023910094,084.6140B,99350,05,2023910094,0,,29
2023910094,084.8790C,98880,06,2023910094,0,,9
2023910094,084.7300P,139000,07,2023910094,0,,1
2023910094,114.6940P,187500,08,2023910094,0,,1
2023910093,030.2694 ,29295,01,2023910093,0,,1
2023910093,033.6442 ,33295,02,2023910093,0,,1
2023910093,041.8783 ,43855,03,2023910093,0,,3
2023910093,050.5169 ,46875,04,2023910093,0,,3
2023910093,055.8501 ,54325,05,2023910093,0,,5
2023910093,059.0930 ,54325,06,2023910093,0,,7
2023910092,056.7107 ,50900,01,2023910092,0,,44
2023910092,071.0210 ,61150,02,2023910092,0,,5
2023910091,060.4200A,58970,01,2023910091,0,,2
2023910091,078.4200 ,74650,02,2023910091,0,,26
2023910090,044.0651C,75580,01,2023910090,0,,2
2023910090,044.2781G,75150,02,2023910090,0,,2
2023910090,046.6786A,82040,03,2023910090,0,,5
2023910090,046.6786B,72020,04,2023910090,0,,1
2023910090,049.8697I,78000,05,2023910090,0,,5
2023910090,049.8917K,86330,06,2023910090,0,,3
2023910090,049.8917L,75770,07,2023910090,0,,1
2023910089,059.6910A,38800,01,2023910089,0,,1
2023910089,059.3650E,37000,02,2023910089,0,,1
2023910088,084.9302 ,50500,01,2023910088,0,,1
2023910087,084.9114A,32970,01,2023910087,0,,10
2023910087,084.9566B,32860,02,2023910087,0,,3
2023910087,084.9118C,32810,03,2023910087,0,,3
2023910087,114.9688 ,48592,04,2023910087,0,,4
2023910086,039.9368 ,39990,01,2023910086,0,,20
2023910085,030.2694 ,26795,01,2023910085,0,,1
2023910085,033.6442 ,32160,02,2023910085,0,,1
2023910085,041.8783 ,43855,03,2023910085,0,,3
2023910085,050.5169 ,46375,04,2023910085,0,,3
2023910085,055.8501 ,53675,05,2023910085,0,,5
2023910085,059.0930 ,54325,06,2023910085,0,,6
2023910084,059.1669A,77600,01,2023910084,0,,1
2023910084,059.1638B,77800,02,2023910084,0,,1
2023910084,059.5063C,78000,03,2023910084,0,,1
2023910084,068.5534A,64700,04,2023910084,0,,2
2023910084,068.5501B,69700,05,2023910084,0,,1
2023910084,068.7601C,65000,06,2023910084,0,,2
2023910084,068.7509D,69000,07,2023910084,0,,2
2023910083,146.8400 ,67541,01,2023910083,0,,1
2023910082,041.1000A,39040,01,2023910082,0,,2
2023910081,074.8978E,60543,01,2023910081,0,,1
2023910080,030.2694 ,30295,01,2023910080,0,,2
2023910080,033.6442 ,27795,02,2023910080,0,,1
2023910080,041.8783 ,42355,03,2023910080,0,,1
2023910080,050.5169 ,47875,04,2023910080,0,,2
2023910080,055.8501 ,54175,05,2023910080,0,,6
2023910080,059.0930 ,54625,06,2023910080,0,,7
2023910079,033.6443 ,48600,01,2023910079,0,,3
2023910079,035.2843 ,53000,02,2023910079,0,,3
2023910079,036.9845 ,44700,03,2023910079,0,,3
2023910079,040.2940 ,56700,04,2023910079,0,,2
2023910079,042.3840A,54300,05,2023910079,0,,3
2023910079,061.1445 ,78500,06,2023910079,0,,1
2023910078,084.8292A,39290,01,2023910078,0,,6
2023910078,084.7570B,39290,02,2023910078,0,,2
2023910078,084.9765D,38590,03,2023910078,0,,2
2023910077,049.9700A,34550,01,2023910077,0,,1
2023910076,044.0651C,75580,01,2023910076,0,,2
2023910076,044.2781G,75150,02,2023910076,0,,2
2023910076,046.6786A,82040,03,2023910076,0,,6
2023910076,046.6786B,72020,04,2023910076,0,,1
2023910076,049.8697I,78000,05,2023910076,0,,5
2023910076,049.8917K,86330,06,2023910076,0,,4
2023910076,049.8917L,75770,07,2023910076,0,,1
2023910075,084.9114A,32970,01,2023910075,0,,38
2023910075,084.9566B,32860,02,2023910075,0,,3
2023910075,084.9118C,33120,03,2023910075,0,,8
2023910075,114.9688 ,48592,04,2023910075,0,,6
2023910074,060.4200A,58970,01,2023910074,0,,2
2023910074,078.4200 ,74650,02,2023910074,0,,35
2023910073,039.9390 ,51800,01,2023910073,0,,15
2023910073,084.9410A,127200,02,2023910073,0,,10
2023910073,084.9150B,119300,03,2023910073,0,,2
2023910072,070.1200A,48200,01,2023910072,0,,2
2023910072,074.6100D,51800,02,2023910072,0,,1
2023910072,074.6200E,52100,03,2023910072,0,,1
2023910072,084.8500H,55200,04,2023910072,0,,1
2023910071,084.8740 ,72492,01,2023910071,0,,1
2023910070,030.2694 ,29295,01,2023910070,0,,1
2023910070,033.6442 ,32160,02,2023910070,0,,2
2023910070,041.8783 ,43855,03,2023910070,0,,4
2023910070,050.5169 ,46875,04,2023910070,0,,2
2023910070,055.8501 ,53875,05,2023910070,0,,5
2023910070,059.0930 ,54625,06,2023910070,0,,8
2023910069,053.9875B,72251,01,2023910069,0,,1
2023910068,080.8489A,108415,01,2023910068,0,,12
2023910068,084.8655A,115003,02,2023910068,0,,20
2023910068,084.9706B,114924,03,2023910068,0,,13
2023910067,059.5063C,88000,01,2023910067,0,,1
2023910067,068.5534A,74700,02,2023910067,0,,3
2023910067,068.5501B,79700,03,2023910067,0,,2
2023910067,068.7601C,78800,04,2023910067,0,,2
2023910067,068.7509D,77400,05,2023910067,0,,2
2023910067,068.6006E,77400,06,2023910067,0,,1
2023910067,068.7390F,74900,07,2023910067,0,,1
2023910066,039.9368 ,39990,01,2023910066,0,,33
2023910065,074.8978E,60543,01,2023910065,0,,1
2023910064,032.4584A,29806,01,2023910064,0,,7
2023910064,032.7470B,29937,02,2023910064,0,,17
2023910064,059.3215A,59863,03,2023910064,0,,48
2023910064,059.4882B,59896,04,2023910064,0,,9
2023910064,059.0208C,59723,05,2023910064,0,,8
2023910063,099.6288A,64340,01,2023910063,0,,1
2023910062,084.9481 ,31270,01,2023910062,0,,1
2023910061,099.7498A,65250,01,2023910061,0,,2
2023910060,082.1900 ,46000,01,2023910060,0,,1
2023910060,091.6000 ,53500,02,2023910060,0,,20
2023910060,096.0300 ,55900,03,2023910060,0,,23
2023910060,097.5400A,54200,04,2023910060,0,,4
2023910060,097.5600B,54200,05,2023910060,0,,1
2023910060,098.0300A,54200,06,2023910060,0,,4
2023910060,098.4400B,54200,07,2023910060,0,,2
2023910060,098.4900C,53500,08,2023910060,0,,4
2023910060,098.8400D,53500,09,2023910060,0,,3
2023910060,099.3900A,53500,10,2023910060,0,,6
2023910060,099.5400B,63300,11,2023910060,0,,7
2023910060,117.9200 ,68500,12,2023910060,0,,1
2023910059,030.2694 ,30295,01,2023910059,0,,2
2023910059,033.6442 ,33295,02,2023910059,0,,3
2023910059,041.8783 ,42355,03,2023910059,0,,1
2023910059,050.5169 ,47875,04,2023910059,0,,4
2023910059,055.8501 ,54175,05,2023910059,0,,4
2023910059,059.0930 ,55525,06,2023910059,0,,9
2023910058,049.9700A,34550,01,2023910058,0,,1
2023910058,059.9700B,46090,02,2023910058,0,,1
2023910057,051.4210A,75380,01,2023910057,0,,2
2023910056,074.9423A,61441,01,2023910056,0,,1
2023910056,074.9945C,64027,02,2023910056,0,,1
2023910056,074.8978E,65397,03,2023910056,0,,1
2023910055,080.8489A,108415,01,2023910055,0,,22
2023910055,084.8655A,115003,02,2023910055,0,,25
2023910055,084.9706B,114924,03,2023910055,0,,15
2023910054,053.9875B,72251,01,2023910054,0,,1
2023910053,084.6871B,48600,01,2023910053,0,,1
2023910052,069.5993B,48450,01,2023910052,0,,5
2023910052,071.8196B,50550,02,2023910052,0,,4
2023910051,106.5499 ,74710,01,2023910051,0,,38
2023910050,053.9910C,45820,01,2023910050,0,,3
2023910049,033.6443 ,47900,01,2023910049,0,,1
2023910049,034.4916 ,47900,02,2023910049,0,,2
2023910049,035.2843 ,51600,03,2023910049,0,,1
2023910049,036.9845 ,44700,04,2023910049,0,,1
2023910049,037.3188 ,44200,05,2023910049,0,,1
2023910049,038.6542 ,49200,06,2023910049,0,,1
2023910049,040.2940 ,55000,07,2023910049,0,,1
2023910049,042.3840A,55000,08,2023910049,0,,3
2023910049,043.1460 ,55700,09,2023910049,0,,1
2023910048,030.2694 ,26795,01,2023910048,0,,2
2023910048,033.6442 ,28795,02,2023910048,0,,3
2023910048,040.9032 ,35495,03,2023910048,0,,1
2023910048,041.8783 ,42955,04,2023910048,0,,3
2023910048,050.5169 ,46375,05,2023910048,0,,3
2023910048,055.8501 ,54275,06,2023910048,0,,3
2023910048,059.0930 ,54925,07,2023910048,0,,10
2023910047,050.6900 ,42066,01,2023910047,0,,3
2023910047,060.7600 ,48742,02,2023910047,0,,4
2023910047,063.2100 ,51146,03,2023910047,0,,3
2023910047,065.9800 ,53210,04,2023910047,0,,6
2023910047,070.4900 ,57438,05,2023910047,0,,3
2023910046,074.9423A,61441,01,2023910046,0,,1
2023910046,074.9928D,64728,02,2023910046,0,,1
2023910046,074.8978E,66090,03,2023910046,0,,3
2023910045,070.1200A,48200,01,2023910045,0,,2
2023910045,074.6100D,51800,02,2023910045,0,,2
2023910045,074.6200E,52100,03,2023910045,0,,1
2023910045,084.8500H,55200,04,2023910045,0,,2
2023910044,059.9683A,38990,01,2023910044,0,,4
2023910044,059.9015B,38410,02,2023910044,0,,9
2023910043,059.6948A,41570,01,2023910043,0,,4
2023910042,035.7100 ,45000,01,2023910042,0,,1
2023910042,038.3400 ,45000,02,2023910042,0,,1
2023910042,056.4500 ,59900,03,2023910042,0,,2
2023910041,051.4210A,75380,01,2023910041,0,,2
2023910041,052.2180B,75830,02,2023910041,0,,1
2023910040,033.6443 ,48600,01,2023910040,0,,1
2023910040,034.4916 ,46600,02,2023910040,0,,1
2023910040,035.2843 ,51600,03,2023910040,0,,1
2023910040,036.9845 ,42600,04,2023910040,0,,1
2023910040,037.3188 ,46400,05,2023910040,0,,3
2023910040,038.6542 ,48400,06,2023910040,0,,1
2023910040,042.3840 ,52500,07,2023910040,0,,1
2023910040,042.3840A,54300,08,2023910040,0,,4
2023910040,043.1460 ,56700,09,2023910040,0,,1
2023910040,061.1445 ,78500,10,2023910040,0,,1
2023910039,080.8489A,107388,01,2023910039,0,,6
2023910039,084.8655A,114481,02,2023910039,0,,9
2023910039,084.9706B,114402,03,2023910039,0,,5
2023910038,059.9300 ,64650,01,2023910038,0,,1
2023910037,084.0600C,77235,01,2023910037,0,,2
2023910036,074.9423A,61441,01,2023910036,0,,1
2023910036,074.8978E,66090,02,2023910036,0,,6
2023910035,084.9671A,53778,01,2023910035,0,,11
2023910035,084.9875B,52091,02,2023910035,0,,8
2023910035,084.9951C,49235,03,2023910035,0,,12
2023910035,110.8397B,66782,04,2023910035,0,,8
2023910035,110.9852D,59635,05,2023910035,0,,4
2023910034,084.9450B,43234,01,2023910034,0,,1
2023910033,030.2694 ,29295,01,2023910033,0,,2
2023910033,033.6442 ,32160,02,2023910033,0,,4
2023910033,041.8783 ,43955,03,2023910033,0,,5
2023910033,050.5169 ,46375,04,2023910033,0,,3
2023910033,055.8501 ,54575,05,2023910033,0,,7
2023910033,059.0930 ,55825,06,2023910033,0,,8
2023910032,084.7576A,46470,01,2023910032,0,,4
2023910032,084.9856B,46480,02,2023910032,0,,3
2023910031,074.9916A,39750,01,2023910031,0,,1
2023910031,084.9953A,48780,02,2023910031,0,,2
2023910031,097.9935B,55880,03,2023910031,0,,1
2023910030,053.9910C,40321,01,2023910030,0,,2
2023910030,055.4070D,38860,02,2023910030,0,,1
2023910030,059.6910A,36889,03,2023910030,0,,1
2023910029,084.9671A,56678,01,2023910029,0,,23
2023910029,084.9875B,53741,02,2023910029,0,,14
2023910029,084.9951C,51885,03,2023910029,0,,24
2023910029,110.8397B,67472,04,2023910029,0,,9
2023910029,110.9934C,64273,05,2023910029,0,,4
2023910029,110.9852D,59635,06,2023910029,0,,5
2023910028,080.8489A,104821,01,2023910028,0,,3
2023910028,084.8655A,111190,02,2023910028,0,,5
2023910028,084.9706B,111114,03,2023910028,0,,2
2023910027,053.9875B,72251,01,2023910027,0,,1
2023910026,033.6443 ,47900,01,2023910026,0,,2
2023910026,034.4916 ,47200,02,2023910026,0,,2
2023910026,035.2843 ,49900,03,2023910026,0,,1
2023910026,036.9845 ,43400,04,2023910026,0,,1
2023910026,037.3188 ,45700,05,2023910026,0,,3
2023910026,038.6542 ,50700,06,2023910026,0,,2
2023910026,040.2940 ,56700,07,2023910026,0,,1
2023910026,042.3840 ,53500,08,2023910026,0,,2
2023910026,042.3840A,55000,09,2023910026,0,,1
2023910026,043.1460 ,57400,10,2023910026,0,,1
2023910025,059.7660A,16629,01,2023910025,0,,24
2023910025,072.7084 ,20094,02,2023910025,0,,14
2023910025,084.8089 ,23372,03,2023910025,0,,7
2023910024,035.7100 ,45000,01,2023910024,0,,1
2023910024,038.3400 ,45000,02,2023910024,0,,1
2023910024,056.4500 ,59900,03,2023910024,0,,2
2023910023,074.9594 ,43900,01,2023910023,0,,86
2023910023,098.4316A,58000,02,2023910023,0,,19
2023910023,098.8376B,58300,03,2023910023,0,,18
2023910022,112.2643A,62840,01,2023910022,0,,5
2023910022,112.2994B,59710,02,2023910022,0,,4
2023910022,130.0236 ,70760,03,2023910022,0,,26
2023910021,059.6438B,34704,01,2023910021,0,,1
2023910021,084.9992A,44226,02,2023910021,0,,1
2023910020,043.6843B,34640,01,2023910020,0,,13
2023910020,045.2719D,33890,02,2023910020,0,,13
2023910020,048.2207F,35170,03,2023910020,0,,4
2023910020,049.7145E,35910,04,2023910020,0,,6
2023910019,018.9021B,20300,01,2023910019,0,,1
2023910019,018.5019C,20300,02,2023910019,0,,1
2023910019,019.9815A,21200,03,2023910019,0,,15
2023910019,019.7295B,21200,04,2023910019,0,,5
2023910019,020.7740A,22100,05,2023910019,0,,2
2023910019,020.9300B,22800,06,2023910019,0,,3
2023910019,020.6650C,21200,07,2023910019,0,,1
2023910019,023.8466 ,22800,08,2023910019,0,,3
2023910019,056.7067A,50600,09,2023910019,0,,1
2023910019,058.9672 ,52400,10,2023910019,0,,1
2023910019,059.9906A,57100,11,2023910019,0,,18
2023910019,059.9879B,60100,12,2023910019,0,,12
2023910019,066.1059 ,59100,13,2023910019,0,,1
2023910019,076.1473 ,66900,14,2023910019,0,,1
2023910019,078.1719 ,74600,15,2023910019,0,,69
2023910018,058.8500A,80720,01,2023910018,0,,16
2023910018,058.1300B,79380,02,2023910018,0,,8
2023910018,058.0900C,79410,03,2023910018,0,,21
2023910018,059.8000 ,81180,04,2023910018,0,,14
2023910017,052.4700 ,81263,01,2023910017,0,,5
2023910017,053.2400 ,82440,02,2023910017,0,,5
2023910017,073.4800A,107225,03,2023910017,0,,1
2023910017,084.8500A,123595,04,2023910017,0,,3
2023910017,084.8800B,132434,05,2023910017,0,,16
2023910017,118.7000 ,179174,06,2023910017,0,,6
2023910016,069.5993B,52850,01,2023910016,0,,6
2023910016,071.8196B,53950,02,2023910016,0,,4
2023910014,084.4725A,75250,01,2023910014,0,,4
2023910014,084.5770B,76770,02,2023910014,0,,5
2023910014,113.8680 ,104883,03,2023910014,0,,6
2023910013,059.1269A,35536,01,2023910013,0,,1
2023910013,059.1771B,37662,02,2023910013,0,,1
2023910013,084.5341A,52529,03,2023910013,0,,3
2023910012,018.6585A,21000,01,2023910012,0,,1
2023910012,023.3354A,29000,02,2023910012,0,,1
2023910012,024.3350 ,27000,03,2023910012,0,,1
2023910012,056.7067B,77190,04,2023910012,0,,1
2023910011,089.0525 ,65000,01,2023910011,0,,1
2023910010,029.9700A,51580,01,2023910010,0,,2
2023910010,039.9500A,71520,02,2023910010,0,,638
2023910010,049.9500A,88100,03,2023910010,0,,259
2023910009,059.9800A,47531,01,2023910009,0,,3
2023910009,059.9500B,46452,02,2023910009,0,,2
2023910009,059.9000C,46921,03,2023910009,0,,1
2023910009,074.6200A,54890,04,2023910009,0,,2
2023910009,074.8800D,55636,05,2023910009,0,,1
2023910009,084.9800A,59518,06,2023910009,0,,1
2023910009,084.6000E,72086,07,2023910009,0,,1
2023910008,084.7660B,50000,01,2023910008,0,,5
2023910008,084.5991F,43700,02,2023910008,0,,1
2023910008,084.9740G,51000,03,2023910008,0,,2
2023910008,084.5615T,44700,04,2023910008,0,,1
2023910007,059.9700A,102200,01,2023910007,0,,1
2023910007,084.9800A,143100,02,2023910007,0,,13
2023910007,084.9800B,141700,03,2023910007,0,,7
2023910007,084.9400C,141700,04,2023910007,0,,6
2023910006,059.8800A,51590,01,2023910006,0,,1
2023910006,074.9200A,55950,02,2023910006,0,,3
2023910006,084.9900A,60950,03,2023910006,0,,2
2023910005,026.9500 ,21700,01,2023910005,0,,4
2023910005,059.9500A,48500,02,2023910005,0,,8
2023910005,059.9300B,47700,03,2023910005,0,,7
2023910005,059.9600C,47800,04,2023910005,0,,12
2023910004,084.9709B,35700,01,2023910004,0,,3
2023910004,084.9339C,35700,02,2023910004,0,,2
2023910002,036.0986B,25300,01,2023910002,0,,2
2023910002,074.6086C,49400,02,2023910002,0,,2
2023910002,084.9825A,56880,03,2023910002,0,,6
2022930026,074.7643 ,38860,01,2022930026,1,98.5813,0
2022930026,084.5516A,44220,02,2022930026,1,111.0779,0
2022930024,059.9801 ,43910,01,2022930024,3,81.0359,3
2022930024,074.8111 ,53850,02,2022930024,3,100.3794,4
2022930024,084.9777A,55960,03,2022930024,1,108.5454,1
2022930024,084.9777B,57080,04,2022930024,1,108.5121,3
2022930023,100.3300P,47250,01,2022930023,0,131.0897,1
2022930022,084.9986A,33781,01,2022930022,0,112.1473,1
2022930022,084.9957B,34251,02,2022930022,1,112.1256,0
2022930022,084.9871C,34191,03,2022930022,0,112.4338,1
2022930021,036.0986A,25300,01,2022930021,1,53.0401,2
2022930021,036.0986B,25300,02,2022930021,0,53.0401,4
2022930021,049.9665 ,34440,03,2022930021,0,72.1453,1
2022930021,051.9980 ,37420,04,2022930021,0,74.4481,1
2022930021,059.9750A,43310,05,2022930021,0,84.4310,3
2022930021,074.6086C,50410,06,2022930021,1,98.7641,3
2022930021,084.9825A,56880,07,2022930021,4,109.7802,2
2022930021,084.9659B,57170,08,2022930021,0,109.9169,1
2022930020,084.6748A,47880,01,2022930020,1,110.6498,0
2022930020,084.6397B,47860,02,2022930020,4,110.5815,0
2022930018,084.8291A,61910,01,2022930018,1,114.7078,0
2022930018,084.9282B,63970,02,2022930018,3,114.9568,0
2022930017,084.9597A,30921,01,2022930017,1,110.5675,0
2022930016,074.9916A,30721,01,2022930016,0,99.3846,2
2022930016,074.9700B,29891,02,2022930016,0,100.1057,5
2022930016,084.9986A,34921,03,2022930016,1,112.1473,8
2022930016,084.9957B,34751,04,2022930016,2,112.1256,4
2022930016,084.9871C,34191,05,2022930016,0,112.4338,2
2022930016,084.9846D,33561,06,2022930016,0,113.0935,1
2022930015,084.9763A,80338,01,2022930015,1,109.6339,1
2022930015,084.9663B,80288,02,2022930015,0,110.8693,2
2022930014,084.8513B,79993,01,2022930014,2,110.3951,0
2022930014,084.7450D,79945,02,2022930014,1,110.3239,2
2022930014,084.6197E,79862,03,2022930014,0,111.1382,2
2022930014,099.8920A,91662,04,2022930014,0,128.5276,1
2022930013,059.8800B,47700,01,2022930013,0,88.5500,1
2022930013,074.9600 ,53700,02,2022930013,1,101.2500,1
2022930012,084.9800C,89300,01,2022930012,1,111.8800,0
2022930012,084.9800D,87100,02,2022930012,0,112.2900,1
2022930011,071.6544 ,46470,01,2022930011,0,99.0516,1
2022930011,084.4985A,52590,02,2022930011,2,114.9102,0
2022930011,084.6065B,53770,03,2022930011,1,114.4156,1
2022930010,084.6481 ,61600,01,2022930010,2,112.8263,0
2022930009,059.9500A,92052,01,2022930009,0,83.2600,3
2022930009,059.9900E,86267,02,2022930009,1,83.3200,1
2022930009,059.9500F,90398,03,2022930009,0,83.2600,2
2022930009,059.9300G,88356,04,2022930009,1,83.3100,3
2022930009,084.9600B,98224,05,2022930009,0,111.0000,1
2022930007,059.8700A,48120,01,2022930007,0,85.4260,1
2022930006,059.9500B,89731,01,2022930006,0,87.8800,2
2022930006,084.9900B,108814,02,2022930006,0,115.5700,1
2022930006,099.8000A,116590,03,2022930006,0,130.2700,1
2022930004,084.8900A,37220,01,2022930004,0,110.9160,1
2022930003,059.6900B,24690,01,2022930003,0,79.2732,1
2022930002,084.9230A,79100,01,2022930002,0,111.2680,2
2022930001,084.9751E,36200,01,2022930001,1,113.8510,0
2022910376,030.2694 ,30295,01,2022910376,0,,11
2022910376,033.6442 ,33295,02,2022910376,0,,10
2022910376,040.9032 ,37495,03,2022910376,0,,10
2022910376,041.8783 ,43955,04,2022910376,0,,11
2022910376,050.5169 ,47875,05,2022910376,0,,11
2022910376,059.0930 ,56325,06,2022910376,0,,43
2022910375,084.6373A,37800,01,2022910375,0,,1
2022910375,084.8486F,39300,02,2022910375,0,,1
2022910375,115.3263E,53000,03,2022910375,0,,1
2022910375,134.1300A,75300,04,2022910375,0,,1
2022910374,084.9050F,40180,01,2022910374,0,,2
2022910374,099.9109A,44690,02,2022910374,0,,1
2022910373,084.9139E,37070,01,2022910373,0,,1
2022910372,122.5100F,173596,01,2022910372,0,,2
2022910371,084.5516A,44220,01,2022910371,0,,1
2022910370,063.8491A,29520,01,2022910370,0,,1
2022910369,059.1638B,87800,01,2022910369,0,,1
2022910369,059.8811D,88500,02,2022910369,0,,1
2022910368,172.5351P,159000,01,2022910368,0,,2
2022910367,067.9639 ,86000,01,2022910367,0,,8
2022910366,084.9800A,47201,01,2022910366,0,,1
2022910365,084.9652E,71800,01,2022910365,0,,2
2022910364,059.9900A,74770,01,2022910364,0,,4
2022910364,070.9800A,86720,02,2022910364,0,,4
2022910364,084.9900A,96450,03,2022910364,0,,5
2022910364,084.5400C,97140,04,2022910364,0,,28
2022910364,100.9700A,116380,05,2022910364,0,,2
2022910364,100.9900B,114020,06,2022910364,0,,1
2022910363,084.9971A,33980,01,2022910363,0,,26
2022910363,084.9941B,32380,02,2022910363,0,,1
2022910362,040.2940 ,56700,01,2022910362,0,,3
2022910362,048.0152 ,60700,02,2022910362,0,,1
2022910362,061.1445 ,78500,03,2022910362,0,,1
2022910362,067.9480 ,80900,04,2022910362,0,,1
2022910361,114.9779A,80700,01,2022910361,0,,54
2022910361,114.9822B,81000,02,2022910361,0,,68
2022910361,114.9165C,80700,03,2022910361,0,,70
2022910360,053.9910C,36430,01,2022910360,0,,2
2022910360,055.4070D,37170,02,2022910360,0,,2
2022910360,059.6910A,34190,03,2022910360,0,,1
2022910359,065.4427B,40700,01,2022910359,0,,2
2022910358,084.9167 ,33100,01,2022910358,0,,1
2022910358,140.8571 ,59400,02,2022910358,0,,1
2022910358,199.2677 ,96900,03,2022910358,0,,1
2022910357,084.9837A,28500,01,2022910357,0,,1
2022910356,172.5351P,159000,01,2022910356,0,,2
2022910355,084.7100B,46140,01,2022910355,0,,1
2022910354,059.1638B,87800,01,2022910354,0,,1
2022910354,059.8811D,88500,02,2022910354,0,,1
2022910354,068.5534A,74700,03,2022910354,0,,5
2022910354,068.7601C,78800,04,2022910354,0,,5
2022910353,059.9901A,25806,01,2022910353,0,,1
2022910352,122.5100F,173596,01,2022910352,0,,2
2022910348,084.8500H,68400,01,2022910348,0,,8
2022910347,079.9224A,37000,01,2022910347,0,,9
2022910346,040.2940 ,57600,01,2022910346,0,,4
2022910346,048.0152 ,60700,02,2022910346,0,,1
2022910346,061.1445 ,78500,03,2022910346,0,,1
2022910346,067.9480 ,80900,04,2022910346,0,,1
2022910345,074.9423A,67828,01,2022910345,0,,5
2022910344,075.8529C,31786,01,2022910344,0,,1
2022910343,084.9833F,89700,01,2022910343,0,,1
2022910342,101.6115B,66250,01,2022910342,0,,3
2022910340,053.9875B,72251,01,2022910340,0,,1
2022910339,084.4500C,41200,01,2022910339,0,,1
2022910338,084.7800D,72432,01,2022910338,0,,12
2022910337,072.4132A,32288,01,2022910337,0,,2
2022910337,072.4132B,32885,02,2022910337,0,,32
2022910337,072.4132C,32885,03,2022910337,0,,18
2022910336,035.7100 ,45000,01,2022910336,0,,1
2022910336,038.3400 ,45000,02,2022910336,0,,1
2022910336,056.4500 ,59900,03,2022910336,0,,2
2022910335,059.9871B,45329,01,2022910335,0,,2
2022910335,084.9901B,62448,02,2022910335,0,,2
2022910333,059.1638B,87800,01,2022910333,0,,1
2022910333,059.8811D,88500,02,2022910333,0,,1
2022910333,068.5534A,74700,03,2022910333,0,,5
2022910333,068.7601C,78800,04,2022910333,0,,5
2022910332,084.9900A,38490,01,2022910332,0,,2
2022910331,084.9833F,89700,01,2022910331,0,,1
2022910331,097.8381T,109900,02,2022910331,0,,1
2022910330,039.9977 ,47500,01,2022910330,0,,15
2022910330,049.9795A,59000,02,2022910330,0,,206
2022910330,049.9795B,59700,03,2022910330,0,,47
2022910330,059.9908A,77000,04,2022910330,0,,65
2022910330,059.9905B,77800,05,2022910330,0,,33
2022910330,074.9946A,88200,06,2022910330,0,,27
2022910330,074.9963B,88100,07,2022910330,0,,6
2022910330,074.9975C,88400,08,2022910330,0,,11
2022910330,099.9921A,120000,09,2022910330,0,,30
2022910330,099.9936B,120100,10,2022910330,0,,29
2022910330,112.9985 ,134500,11,2022910330,0,,39
2022910329,055.4070D,33570,01,2022910329,0,,1
2022910329,059.3650E,32380,02,2022910329,0,,1
2022910328,061.6900B,51000,01,2022910328,0,,1
2022910328,075.9700G,59000,02,2022910328,0,,1
2022910327,074.9423A,67828,01,2022910327,0,,5
2022910326,112.7300C,57240,01,2022910326,0,,6
2022910326,112.9500D,57530,02,2022910326,0,,7
2022910326,113.3900A,57540,03,2022910326,0,,6
2022910326,113.1300B,57460,04,2022910326,0,,23
2022910326,123.4300F,61700,05,2022910326,0,,3
2022910326,124.5400E,61740,06,2022910326,0,,3
2022910326,153.5200P,145350,07,2022910326,0,,1
2022910325,049.9598 ,59830,01,2022910325,0,,34
2022910325,059.9946 ,68770,02,2022910325,0,,59
2022910325,084.9057 ,88840,03,2022910325,0,,18
2022910324,060.4200A,58970,01,2022910324,0,,2
2022910323,101.6115B,66250,01,2022910323,0,,3
2022910322,059.6948A,41570,01,2022910322,0,,4
2022910321,065.4427B,40700,01,2022910321,0,,2
2022910320,084.9056A,73920,01,2022910320,0,,30
2022910320,084.9563B,73728,02,2022910320,0,,16
2022910320,084.9042C,73902,03,2022910320,0,,22
2022910320,084.7800D,72432,04,2022910320,0,,12
2022910319,084.8401 ,39800,01,2022910319,0,,62
2022910318,059.9871B,45329,01,2022910318,0,,2
