BSNS_MBY_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,GNRL_RCEPT_BGNDE,GNRL_RCEPT_ENDDE,HMPG_ADRES,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,MDHS_TELNO,MVN_PREARNGE_YM,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,RCRIT_PBLANC_DE,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,SUBSCRPT_RCEPT_BGNDE,SUBSCRPT_RCEPT_ENDDE,TOT_SUPLY_HSHLDCO
대연4구역주택재개발정비사업조합,2024-11-11,2024-11-13,2024-10-31,2024-10-31,https://www.prugio.com/sale/sale.aspx?menu=1,2024930037,대연 푸르지오 클라센트,06,계약취소주택,부산광역시 남구 대연동 1203-100번지 일원,48472,0512919880,202411,2024930037,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930037&pblancNo=2024930037,2024-11-05,2024-10-25,2024-10-30,2024-10-30,2024-10-30,2024-10-31,4
(주)포스코이앤씨,2024-11-11,2024-11-11,,,https://www.더샵리듬시티.kr,2024910169,더샵 리듬시티,04,무순위/잔여세대,경기도 의정부시 복합문화융합단지 내 공동 1블럭 (산곡동 399번지 일원),11799,0318561117,202411,2024910169,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910169&pblancNo=2024910169,2024-11-04,2024-10-25,,,2024-10-30,2024-10-30,2
에이치엘디앤아이한라주식회사,2024-11-04,2024-11-04,,,https://brand.hldni.com/bucheon,2024910181,소사역 한라비발디 프레스티지(임의공급 5차),04,무순위/잔여세대,경기도 부천시 소사본동 70-12 일원,14704,0323447711,202411,2024910181,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910181&pblancNo=2024910181,2024-10-31,2024-10-23,,,2024-10-28,2024-10-28,23
홍은제13구역주택재개발정비사업조합,2024-11-02,2024-11-02,,,https://www.i-park.com/seodaemun,2024910180,서대문 센트럴 아이파크(임의공급 5차),04,무순위/잔여세대,서울특별시 서대문구 홍은동 11-111번지 일원,03602,15519217,202506,2024910180,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910180&pblancNo=2024910180,2024-10-31,2024-10-23,,,2024-10-28,2024-10-28,33
"한국토지주택공사, 우미건설(주),신동아건설(주)",2024-11-12,2024-11-12,,,https://www.lynn.co.kr,2024910176,양주 옥정 린 파밀리에(무순위 4차),04,무순위/잔여세대,경기도 양주시 옥정동 868번지,11473,0318587400,202502,2024910176,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910176&pblancNo=2024910176,2024-10-28,2024-10-18,,,2024-10-23,2024-10-23,26
디더블유대원 주식회사,2024-11-04,2024-11-04,,,https://www.yi-cantavil.com,2024910175,용인 에버랜드역 칸타빌(임의공급 4차),04,무순위/잔여세대,경기도 용인시 처인구 포곡읍 전대리 192-2외 5필지,17023,0312658090,202611,2024910175,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910175&pblancNo=2024910175,2024-10-28,2024-10-18,,,2024-10-23,2024-10-23,17
코리아신탁(주),2024-11-01,2024-11-01,,,,2024910173,포레나 순천,04,무순위/잔여세대,전라남도 순천시 서면 선평동선길 12 (포레나 순천),57925,0617559574,202411,2024910173,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910173&pblancNo=2024910173,2024-10-28,2024-10-18,,,2024-10-23,2024-10-23,1
교보자산신탁(주),2024-11-04,2024-11-04,,,https://xi.co.kr/heritage,2024910172,여주역자이 헤리티지(임의공급1차),04,무순위/잔여세대,경기도 여주시 교동 500-118번지 일원,12650,16441080,202706,2024910172,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910172&pblancNo=2024910172,2024-10-31,2024-10-18,,,2024-10-23,2024-10-23,3
송도센트럴1지구 지역주택조합,2024-11-06,2024-11-06,,,http://www.송도하늘채아이비원.com,2024910171,송도 하늘채 아이비원(임의공급2차),04,무순위/잔여세대,인천광역시 연수구 송도동 20-4번지 외 7필지,22001,0328339994,202502,2024910171,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910171&pblancNo=2024910171,2024-10-30,2024-10-18,,,2024-10-23,2024-10-24,67
주식회사 유티파트너스,2024-10-26,2024-10-26,,,,2024910177,양주 회천신도시 센트럴휴티스(2차),04,무순위/잔여세대,경기도 양주시 덕계로 138-32 센트럴휴티스,11444,15224349,202412,2024910177,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910177&pblancNo=2024910177,2024-10-25,2024-10-17,,,2024-10-22,2024-10-22,1
신한자산신탁 주식회사,2024-10-25,2024-10-25,,,https://www.prugio.com/hc/2023/gwanjeo/main/,2024910174,관저 푸르지오 센트럴파크 2단지(임의공급 8차),04,무순위/잔여세대,대전광역시 서구 계백지구 도시개발사업구역 공동주택용지 A2블럭 (가수원동 산 16-119번지 일원),35385,0428249660,202611,2024910174,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910174&pblancNo=2024910174,2024-10-24,2024-10-16,,,2024-10-21,2024-10-21,2
(주)제이에스글로벌,2024-10-31,2024-10-31,,,,2024910164,검단신도시 예미지 더 시그너스,04,무순위/잔여세대,인천광역시 서구 원당동 검단신도시 AB3-2블록,22680,0422422002,202412,2024910164,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910164&pblancNo=2024910164,2024-10-21,2024-10-10,,,2024-10-16,2024-10-16,3
호원초등학교주변지구 주택재개발정비사업조합,2024-10-24,2024-10-24,2024-10-14,2024-10-14,,2024930062,평촌 어바인퍼스트 더샵,06,계약취소주택,경기도 안양시 동안구 호계동 954-20번지 일원,14079,16007177,202410,2024930062,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930062&pblancNo=2024930062,2024-10-17,2024-10-08,,,2024-10-14,2024-10-14,2
한국자산신탁(주),2024-10-19,2024-10-19,,,http://www.강동중앙하이츠.com,2024910170,중앙하이츠 강동 (임의공급10차),04,무순위/잔여세대,서울특별시 강동구 길동 415-5번지,05354,16618979,202410,2024910170,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910170&pblancNo=2024910170,2024-10-18,2024-10-08,,,2024-10-15,2024-10-16,26
주식회사 쓰리씨,2024-10-25,2024-10-29,,,,2024910167,어반클라쎄목동(4차),04,무순위/잔여세대,"서울특별시 양천구 신목로2길 7-12 (신정동, 어반클라쎄 목동)",08015,0226461277,202410,2024910167,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910167&pblancNo=2024910167,2024-10-18,2024-10-07,,,2024-10-14,2024-10-15,13
청주흥덕지역주택조합,2024-10-17,2024-10-17,,,https://www.hd-cantavil.co.kr,2024910168,청주 흥덕 칸타빌 더뉴(임의공급 10차),04,무순위/잔여세대,충청북도 청주시 흥덕구 강내면 월곡리 82-1 일원,28171,0432331633,202501,2024910168,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910168&pblancNo=2024910168,2024-10-15,2024-10-04,,,2024-10-10,2024-10-10,1
주식회사 이레에이치앤씨,2024-10-19,2024-10-19,,,http://천왕역모아엘가.com,2024910162,천왕역 모아엘가 트레뷰(4차),04,무순위/잔여세대,서울특별시 구로구 오류동 213-1번지 일원,08363,0269511232,202507,2024910162,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910162&pblancNo=2024910162,2024-10-18,2024-10-04,,,2024-10-10,2024-10-10,5
(주)한국토지신탁,2024-10-21,2024-10-23,,,,2024910159,이천 진암지구 우방 아이유쉘 메가하이브 (2차),04,무순위/잔여세대,경기도 이천시 장호원읍 진암리 68,17422,0316438430,202410,2024910159,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910159&pblancNo=2024910159,2024-10-15,2024-10-04,,,2024-10-10,2024-10-10,6
계양1구역 재개발정비사업조합,2024-10-18,2024-10-18,2024-10-07,2024-10-07,,2024930063,힐스테이트자이 계양,06,계약취소주택,인천광역시 계양구 작전동 765번지 일원,21047,07077331099,202412,2024930063,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930063&pblancNo=2024930063,2024-10-11,2024-10-02,,,2024-10-07,2024-10-07,1
케이비부동산신탁(주),2024-10-16,2024-10-16,,,http://www.prahills-sosa.com/,2024910166,현대프라힐스 소사역 더프라임(임의공급 10차),04,무순위/잔여세대,경기도 부천시 소사본동 70-6번지,14704,0323282001,202410,2024910166,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910166&pblancNo=2024910166,2024-10-15,2024-10-02,,,2024-10-10,2024-10-10,1
주식회사 미산투자개발,2024-10-19,2024-10-19,,,https://harringtonplace-mokgam.com,2024910165,효성해링턴 플레이스 목감역(무순위 7차),04,무순위/잔여세대,경기도 시흥시 논곡동 378,14984,16003320,202410,2024910165,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910165&pblancNo=2024910165,2024-10-17,2024-10-02,,,2024-10-11,2024-10-11,12
수유 시그니티,2024-10-18,2024-10-19,,,https://ricen.co.kr/,2024910163,수유 시그니티 무순위(임의공급 5차),04,무순위/잔여세대,서울특별시 강북구 수유동 87-5번지,01114,029875053,202410,2024910163,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910163&pblancNo=2024910163,2024-10-17,2024-09-30,,,2024-10-10,2024-10-10,8
디엘이앤씨 주식회사,2024-10-25,2024-10-25,,,,2024910160,e편한세상 검단 어반센트로,04,무순위/잔여세대,"인천광역시 서구 이음3로 101 (당하동, e편한세상 검단 어반센트로)",22684,0807833000,202412,2024910160,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910160&pblancNo=2024910160,2024-10-18,2024-09-27,,,2024-10-10,2024-10-10,4
송림6구역재개발정비사업조합,2024-10-09,2024-10-09,,,http://www.리아츠더인천.com/,2024910157,리아츠 더 인천(임의공급 2차),04,무순위/잔여세대,인천광역시 동구 송림동 31-3번지 일원,22545,15515758,202710,2024910157,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910157&pblancNo=2024910157,2024-10-08,2024-09-27,,,2024-10-02,2024-10-02,39
대연2구역 주택재건축정비사업조합,2024-10-17,2024-10-17,2024-10-02,2024-10-02,https://dynamice.busan.go.kr/home/BARA_0000000000277/main.do,2024930061,힐스테이트 대연 센트럴,06,계약취소주택,부산광역시 남구 대연6동 1536-12번지 일원,48451,0516331103,202410,2024930061,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930061&pblancNo=2024930061,2024-10-08,2024-09-26,,,2024-10-02,2024-10-02,1
홍은제13구역주택재개발정비사업조합,2024-10-12,2024-10-12,,,https://www.i-park.com/seodaemun,2024910158,서대문 센트럴 아이파크(임의공급 4차),04,무순위/잔여세대,서울특별시 서대문구 홍은동 11-111번지 일원,03602,15519217,202506,2024910158,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910158&pblancNo=2024910158,2024-10-08,2024-09-26,,,2024-10-02,2024-10-02,44
학익4주택재개발정비사업조합,2024-10-12,2024-10-12,,,https://forena-hagik.com,2024910156,포레나 인천학익(임의공급 8차),04,무순위/잔여세대,인천광역시 미추홀구 학익2동 290-1,22219,18990873,202604,2024910156,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910156&pblancNo=2024910156,2024-10-07,2024-09-25,,,2024-09-30,2024-09-30,15
(주)한화,2024-10-14,2024-10-14,,,,2024910150,포레나 영흥숲,04,무순위/잔여세대,경기도 수원시 영통구 원천동 333-1번지 일원,16522,0318989447,202410,2024910150,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910150&pblancNo=2024910150,2024-10-07,2024-09-23,,,2024-10-02,2024-10-02,3
"한국토지주택공사,금호건설(주),신동아건설(주)",2024-10-08,2024-10-08,2024-09-26,2024-09-26,,2024930060,세종 어울림파밀리에 센트럴 M4블록(새나루마을 9단지),06,계약취소주택,"세종특별자치시 시청대로 642 (집현동, 새나루마을 9단지)",30141,0448621567,202411,2024930060,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930060&pblancNo=2024930060,2024-10-02,2024-09-20,,,2024-09-26,2024-09-26,1
"한국토지주택공사,금호건설(주),신동아건설(주)",2024-10-08,2024-10-08,2024-09-26,2024-09-26,,2024930059,세종 어울림파밀리에 센트럴 M1블록(새나루마을 11단지),06,계약취소주택,"세종특별자치시 집현서2로 84 (집현동, 새나루마을 11단지)",30141,0448621567,202411,2024930059,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930059&pblancNo=2024930059,2024-10-02,2024-09-20,,,2024-09-26,2024-09-26,1
주식회사 아산피엔디,2024-10-10,2024-10-10,2024-09-26,2024-09-26,http://hillstate-mojong-blancluce.co.kr/,2024930057,힐스테이트 모종 네오루체,06,계약취소주택,충청남도 아산시 못마루로 139,31528,16008241,202411,2024930057,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930057&pblancNo=2024930057,2024-10-02,2024-09-20,2024-09-25,2024-09-25,2024-09-25,2024-09-26,5
사당3주택재건축정비사업조합,2024-10-10,2024-10-11,2024-09-27,2024-09-27,,2024930054,이수푸르지오 더 프레티움,06,계약취소주택,서울특별시 동작구 동작대로39길 39,06995,0234767776,202412,2024930054,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930054&pblancNo=2024930054,2024-10-04,2024-09-20,,,2024-09-27,2024-09-27,1
교보자산신탁(주),2024-10-03,2024-10-03,,,http://xi.co.kr/irv,2024910155,이천자이 더 레브(임의공급1차),04,무순위/잔여세대,경기도 이천시 송정동 산31번지 일원,17344,18334465,202704,2024910155,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910155&pblancNo=2024910155,2024-10-02,2024-09-20,,,2024-09-25,2024-09-25,45
(주)무궁화신탁,2024-10-04,2024-10-06,,,https://천호역마에스트로.com,2024910153,천호역 마에스트로(임의공급 1차),04,무순위/잔여세대,서울특별시 강동구 천호동 334-2,05245,15334551,202502,2024910153,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910153&pblancNo=2024910153,2024-10-02,2024-09-20,,,2024-09-25,2024-09-26,38
디더블유대원 주식회사,2024-10-08,2024-10-08,,,https://www.yi-cantavil.com,2024910152,용인 에버랜드역 칸타빌(임의공급 3차),04,무순위/잔여세대,경기도 용인시 처인구 포곡읍 전대리 192-2외 5필지,17023,0312658090,202611,2024910152,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910152&pblancNo=2024910152,2024-10-02,2024-09-20,,,2024-09-26,2024-09-26,20
금강종합건설 주식회사,2024-10-07,2024-10-11,,,https://blog.naver.com/kkvista,2024930056,다산신도시 지금지구 B4블록 금강펜테리움 리버테라스,06,계약취소주택,경기도 남양주시 다산지금 공공주택지구 B-4블록(경기도 남양주시 다산지금로 145번길 15),12284,0234687771,202411,2024930056,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930056&pblancNo=2024930056,2024-10-04,2024-09-13,2024-09-24,2024-09-24,2024-09-24,2024-09-24,1
신한자산신탁 주식회사,2024-09-27,2024-09-27,,,https://www.prugio.com/hc/2023/gwanjeo/main/,2024910154,관저 푸르지오 센트럴파크 2단지(임의공급 7차),04,무순위/잔여세대,대전광역시 서구 계백지구 도시개발사업구역 공동주택용지 A2블럭(가수원동 산 16-119번지 일원),35385,0428249660,202611,2024910154,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910154&pblancNo=2024910154,2024-09-25,2024-09-13,,,2024-09-19,2024-09-20,7
(주)금성백조주택,2024-10-10,2024-10-10,,,,2024910149,대구테크노폴리스 예미지 더 센트럴,04,무순위/잔여세대,대구광역시 달성군 유가읍 봉리 660번지 일원 대구테크노폴리스 RC블록,43014,0422422002,202411,2024910149,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910149&pblancNo=2024910149,2024-09-24,2024-09-13,,,2024-09-19,2024-09-19,2
(주)동두천주상복합개발,2024-10-05,2024-10-09,,,http://www.first-elcru.co.kr,2024910147,동두천중앙역 엘크루 더퍼스트(3차),04,무순위/잔여세대,경기도 동두천시 정장로17번길 26,11328,18991707,202410,2024910147,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910147&pblancNo=2024910147,2024-09-27,2024-09-13,,,2024-09-20,2024-09-24,50
(주)호반호텔앤리조트,2024-10-02,2024-10-02,,,http://www.hobansummit-sg2.co.kr,2024910145,오산 세교2지구 A1블록 호반써밋 라센트 무순위(사후)2차,04,무순위/잔여세대,경기도 오산시 궐동 죽담로 107,18115,15889798,202410,2024910145,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910145&pblancNo=2024910145,2024-09-26,2024-09-13,,,2024-09-23,2024-09-23,5
에이치엘디앤아이한라주식회사,2024-09-27,2024-09-27,,,https://brand.hldni.com/bucheon/,2024910151,소사역 한라비발디 프레스티지(임의공급 4차),04,무순위/잔여세대,경기도 부천시 소사본동 70-12 일원,14704,0323447711,202409,2024910151,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910151&pblancNo=2024910151,2024-09-26,2024-09-12,,,2024-09-23,2024-09-23,24
(주)금성백조주택,2024-10-11,2024-10-11,,,https://www.yemizi.co.kr,2024930058,화성동탄2지구 C7블록 예미지시그너스,06,계약취소주택,경기도 화성시 동탄2택지개발지구 C7BL,18478,0422422002,202411,2024930058,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930058&pblancNo=2024930058,2024-09-30,2024-09-09,2024-09-25,2024-09-25,2024-09-25,2024-09-25,1
