CNTRCT_AR,EXCLUSE_AR,GNSPLY_HSHLDCO,GP,HOUSE_MANAGE_NO,MODEL_NO,PBLANC_NO,SPSPLY_AGED_HSHLDCO,SPSPLY_NEW_MRRG_HSHLDCO,SPSPLY_YGMN_HSHLDCO,SUBSCRPT_REQST_AMOUNT,SUPLY_AMOUNT,SUPLY_AR,SUPLY_HSHLDCO,TP
132.0405,59.9864,0,-,2021850002,04,2021850002,1,10,5,10,40330,84.5482,16,59D
115.4476,51.9770,0,-,2021850001,01,2021850001,0,27,0,10,4200,74.6126,27,51B
133.2967,55.4200,0,-,2021850001,02,2021850001,0,0,54,10,6300,85.6874,54,55OT
128.8855,53.5760,0,-,2021850001,03,2021850001,0,0,51,10,6100,82.8602,51,53OT1
128.8855,53.5760,0,-,2021850001,04,2021850001,0,0,3,10,4700,82.8602,3,53OT2
174.5459,84.9809,117,-,2020850010,01,2020850010,0,0,0,10,52850,113.9660,117,84A
174.4811,84.9331,88,-,2020850010,02,2020850010,0,0,0,10,52820,113.9352,88,84B
173.6034,84.5792,60,-,2020850010,03,2020850010,0,0,0,10,52350,113.3098,60,84C
174.1086,84.9713,32,-,2020850010,04,2020850010,0,0,0,10,52600,113.5355,32,84D
174.3575,84.9435,30,-,2020850010,05,2020850010,0,0,0,10,52570,113.8043,30,84E
174.3575,84.9435,27,-,2020850010,06,2020850010,0,0,0,10,52570,113.8043,27,84F
174.2697,84.9991,18,-,2020850010,07,2020850010,0,0,0,10,51870,113.6768,18,84G
174.2697,84.9991,15,-,2020850010,08,2020850010,0,0,0,10,51870,113.6768,15,84H
176.0212,84.9500,4,-,2020850010,09,2020850010,0,0,0,10,53590,115.4633,4,84I
176.0212,84.9500,4,-,2020850010,10,2020850010,0,0,0,10,53070,115.4633,4,84J
174.5459,84.9809,0,-,2020850010,11,2020850010,3,17,11,10,45710,113.9660,31,84K
174.4811,84.9331,0,-,2020850010,12,2020850010,1,2,2,10,44780,113.9352,5,84L
173.6034,84.5792,0,-,2020850010,13,2020850010,1,1,1,10,43910,113.3098,3,84M
174.1086,84.9713,0,-,2020850010,14,2020850010,1,4,2,10,45250,113.5355,7,84N
174.3575,84.9435,0,-,2020850010,15,2020850010,1,9,5,10,45690,113.8043,15,84O
174.3575,84.9435,0,-,2020850010,16,2020850010,1,11,6,10,45690,113.8043,18,84P
174.2697,84.9991,0,-,2020850010,17,2020850010,1,5,3,10,45030,113.6768,9,84Q
174.2697,84.9991,0,-,2020850010,18,2020850010,1,7,4,10,45030,113.6768,12,84R
130.5751,72.9609,189,-,2020850009,01,2020850009,0,0,0,10,8400,95.6805,189,72C
149.0529,84.9706,614,-,2020850009,02,2020850009,0,0,0,10,9500,108.4144,614,84A
121.3420,62.6200,204,-,2020850008,01,2020850008,0,0,0,10,8100,82.2020,204,62A
121.3420,62.6200,0,-,2020850008,02,2020850008,28,43,71,10,7300,82.2020,142,62B
144.2110,74.6600,63,-,2020850008,03,2020850008,0,0,0,10,10000,97.5460,63,74A
144.9270,74.6200,0,-,2020850008,04,2020850008,17,26,44,10,8900,98.2870,87,74B
145.2690,74.6100,112,-,2020850008,05,2020850008,0,0,0,10,10000,98.6350,112,74C
163.3150,84.8300,384,-,2020850008,06,2020850008,0,0,0,10,11900,110.2930,384,84A
164.1250,84.5100,105,-,2020850008,07,2020850008,0,0,0,10,11900,111.3040,105,84B
163.6470,84.6900,225,-,2020850008,08,2020850008,0,0,0,10,11900,110.7130,225,84C
164.5020,84.6600,0,-,2020850008,09,2020850008,12,19,31,10,10600,111.5860,62,84D
167.8400,84.6700,2,-,2020850008,10,2020850008,0,0,0,10,11900,114.9190,2,84E
163.5920,84.7200,59,-,2020850008,11,2020850008,0,0,0,10,11900,110.6390,59,84F
120.3163,64.9800,0,-,2020850007,01,2020850007,3,34,9,10,20900,83.6253,46,64A
120.3163,64.9800,92,-,2020850007,02,2020850007,0,0,0,10,23400,83.6253,92,64B
120.5408,64.9600,0,-,2020850007,03,2020850007,1,17,5,10,20900,83.8611,23,64C
120.5408,64.9600,98,-,2020850007,04,2020850007,0,0,0,10,23400,83.8611,98,64D
121.4300,64.9200,0,-,2020850007,05,2020850007,2,18,5,10,20900,84.7729,25,64E
121.4300,64.9200,90,-,2020850007,06,2020850007,0,0,0,10,23400,84.7729,90,64F
149.2483,79.9700,0,-,2020850007,07,2020850007,3,42,11,10,22000,104.0931,56,79A
149.2483,79.9700,167,-,2020850007,08,2020850007,0,0,0,10,24800,104.0931,167,79B
129.0645,64.8900,0,-,2020850006,01,2020850006,5,66,18,10,20300,87.6651,89,64A
129.0645,64.8900,152,-,2020850006,02,2020850006,0,0,0,10,22700,87.6651,152,64B
128.8101,64.9300,0,-,2020850006,03,2020850006,2,29,9,10,20300,87.3852,40,64C
128.8101,64.9300,148,-,2020850006,04,2020850006,0,0,0,10,22700,87.3852,148,64D
128.3780,64.9500,21,-,2020850006,05,2020850006,0,0,0,10,22700,86.9403,21,64E
128.5701,64.9300,20,-,2020850006,06,2020850006,0,0,0,10,22700,87.1452,20,64F
128.6663,64.7800,73,-,2020850006,07,2020850006,0,0,0,10,22700,87.3371,73,64G
129.1480,64.9500,0,-,2020850006,08,2020850006,2,26,7,10,20300,87.7103,35,64H
129.1480,64.9500,67,-,2020850006,09,2020850006,0,0,0,10,22700,87.7103,67,64I
157.4587,79.9200,0,-,2020850006,10,2020850006,5,57,15,10,21500,106.4703,77,79A
157.4587,79.9200,136,-,2020850006,11,2020850006,0,0,0,10,24000,106.4703,136,79B
157.6777,79.9300,0,-,2020850006,12,2020850006,2,28,8,10,21500,106.6829,38,79C
157.6777,79.9300,140,-,2020850006,13,2020850006,0,0,0,10,24000,106.6829,140,79D
157.2677,79.9300,4,-,2020850006,14,2020850006,0,0,0,10,24000,106.2729,4,79E
158.4519,79.8900,0,-,2020850006,15,2020850006,2,13,3,10,21500,107.4827,18,79F
158.4519,79.8900,68,-,2020850006,16,2020850006,0,0,0,10,24000,107.4827,68,79G
158.4519,79.8900,35,-,2020850006,17,2020850006,0,0,0,10,24000,107.4827,35,79H
158.3970,79.7500,6,-,2020850006,18,2020850006,0,0,0,10,24000,107.5171,6,79I
49.6279,18.7080,0,-,2020850005,01,2020850005,0,0,38,10,5000,37.9218,38,18
91.6980,35.3029,0,-,2020850005,02,2020850005,0,0,68,10,7000,69.6080,68,35
124.4137,59.8032,1064,-,2020850005,03,2020850005,0,0,0,10,14500,87.0972,1064,59A
124.9103,59.5385,182,-,2020850005,04,2020850005,0,0,0,10,14500,87.7589,182,59B
125.9397,59.8168,12,-,2020850005,05,2020850005,0,0,0,10,14500,88.6146,12,59C
124.2589,59.5381,32,-,2020850005,06,2020850005,0,0,0,10,14500,87.1077,32,59D
124.4137,59.8032,0,-,2020850005,07,2020850005,144,144,0,10,13000,87.0972,288,59E
124.9103,59.5385,0,-,2020850005,08,2020850005,132,133,0,10,13000,87.7589,265,59F
125.9397,59.8168,0,-,2020850005,09,2020850005,14,14,0,10,13000,88.6146,28,59G
124.2589,59.5381,0,-,2020850005,10,2020850005,15,14,0,10,13000,87.1077,29,59H
143.9552,69.2824,479,-,2020850005,11,2020850005,0,0,0,10,16500,100.7318,479,69A
144.4440,69.4834,495,-,2020850005,12,2020850005,0,0,0,10,16500,101.0953,495,69B
145.3634,69.3321,464,-,2020850005,13,2020850005,0,0,0,10,16500,102.1090,464,69C
167.0814,84.5552,10,-,2020850005,14,2020850005,0,0,0,10,20000,114.4111,10,84A
167.0497,84.1614,113,-,2020850005,15,2020850005,0,0,0,10,20000,114.6248,113,84B
168.8890,84.5552,11,-,2020850005,16,2020850005,0,0,0,10,20000,116.2187,11,84C
124.2312,59.8985,52,-,2020850004,01,2020850004,0,0,0,10,10300,80.9333,52,59C
118.8607,59.8849,88,-,2020850004,02,2020850004,0,0,0,10,10300,85.1249,88,59D
150.6082,72.9738,63,-,2020850004,03,2020850004,0,0,0,10,10600,97.8588,63,72A
138.6376,72.9738,36,-,2020850004,04,2020850004,0,0,0,10,10600,97.6284,36,72B
138.0385,72.9088,96,-,2020850004,05,2020850004,0,0,0,10,10600,96.9658,96,72C
160.3963,84.9798,175,-,2020850004,06,2020850004,0,0,0,10,11200,112.5235,175,84A
162.3174,84.9795,172,-,2020850004,07,2020850004,0,0,0,10,11200,114.4448,172,84B
121.3800,69.9800,0,-,2020850003,01,2020850003,0,15,15,10,12500,90.5300,30,69
146.6400,84.9700,0,-,2020850003,02,2020850003,0,51,51,10,14800,109.1800,102,84A
146.6400,84.9700,287,-,2020850003,03,2020850003,0,0,0,10,16000,109.1800,287,84B
172.5400,99.9600,14,-,2020850003,04,2020850003,0,0,0,10,16800,128.4700,14,99A
172.3000,99.4800,80,-,2020850003,05,2020850003,0,0,0,10,16800,128.4500,80,99B
181.7500,105.9800,81,-,2020850003,06,2020850003,0,0,0,10,17200,135.0300,81,105
56.0308,27.8200,39,-,2020850002,01,2020850002,0,0,0,10,1180,43.0732,39,27B
60.4059,30.2100,30,-,2020850002,02,2020850002,0,0,0,10,1280,46.3350,30,30
78.1958,39.1600,9,-,2020850002,03,2020850002,0,0,0,10,1630,59.9564,9,39A
77.8810,39.2200,120,-,2020850002,04,2020850002,0,0,0,10,1630,59.6136,120,39B
144.4786,59.9480,0,-,2020850001,01,2020850001,0,47,0,10,17000,81.6648,47,59
140.6032,74.9361,0,-,2020850001,02,2020850001,0,135,0,10,20000,101.1266,135,74A
141.9017,74.9145,0,-,2020850001,03,2020850001,0,30,0,10,20000,102.4364,30,74B
160.5773,84.9716,0,-,2020850001,04,2020850001,0,6,0,10,22000,115.8139,6,84B
