BSNS_MBY_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,HMPG_ADRES,HOUSE_DTL_SECD,HOUSE_DTL_SECD_NM,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,MDHS_TELNO,MVN_PREARNGE_YM,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,RCRIT_PBLANC_DE,SEARCH_HOUSE_SECD,SUBSCRPT_RCEPT_BGNDE,SUBSCRPT_RCEPT_ENDDE,TOT_SUPLY_HSHLDCO
㈜케이이비하나스테이제1호 위탁관리부동산투자회사,2022-10-16,2022-10-17,http://www.하나스테이광안.com,03,공공지원민간임대,2022850020,하나스테이 광안,03,공공지원민간임대,부산광역시 수영구 광안동 664-6번지,48247,0517541117,202210,2022850020,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022850020&pblancNo=2022850020&houseSecd=03,2022-10-07,2022-09-29,0303,2022-10-04,2022-10-04,131
상록주택재개발정비사업조합,2022-10-08,2022-10-10,,03,민간임대,2022950102,교대역 하늘채 뉴센트원,02,도시형/오피스텔/생활숙박시설/민간임대,"대구광역시 남구 중앙대로 187, 108동(대명동, 교대역하늘채뉴센트원)",42416,01094685002,202210,2022950102,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950102&pblancNo=2022950102&houseSecd=02,2022-10-07,2022-09-28,0203,2022-10-04,2022-10-04,28
코리아신탁(주),2022-10-01,2022-10-03,https://ssparagon.co.kr,02,오피스텔,2022950093,성남 수진역 파라곤,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 성남시 중원구 성남동 2070외 64필지,13358,15333003,202603,2022950093,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950093&pblancNo=2022950093&houseSecd=02,2022-09-30,2022-09-22,0202,2022-09-27,2022-09-27,570
케이비부동산신탁(주),2022-09-30,2022-09-30,https://www.인천계양유탑유블레스.com/,02,오피스텔,2022950096,인천계양 유탑 유블레스,02,도시형/오피스텔/생활숙박시설/민간임대,인천광역시 계양구 아나지로 56(효성동),21108,16685408,202505,2022950096,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950096&pblancNo=2022950096&houseSecd=02,2022-09-29,2022-09-21,0202,2022-09-26,2022-09-26,408
능곡1구역주택재개발정비사업조합,2022-10-04,2022-10-07,http://www.대곡역두산위브.com,03,민간임대,2022950094,대곡역 두산위브,02,도시형/오피스텔/생활숙박시설/민간임대,"경기도 고양시 덕양구 호수로16번길 7, 대곡역두산위브 202동",10508,0269490441,202210,2022950094,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950094&pblancNo=2022950094&houseSecd=02,2022-09-28,2022-09-15,0203,2022-09-23,2022-09-23,23
한국자산신탁(주),2022-09-23,2022-09-26,http://baekwoonlakeprugio.com/,02,오피스텔,2022950089,백운호수 푸르지오 숲속의 아침 2단지,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 의왕시 학의동 656-1번지 일원,16016,15775052,202511,2022950089,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950089&pblancNo=2022950089&houseSecd=02,2022-09-22,2022-09-07,0202,2022-09-19,2022-09-19,330
한국자산신탁(주),2022-09-23,2022-09-26,http://baekwoonlakeprugio.com/,02,오피스텔,2022950088,백운호수 푸르지오 숲속의 아침 1단지,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 의왕시 학의동 661번지 일원,16016,15775052,202511,2022950088,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950088&pblancNo=2022950088&houseSecd=02,2022-09-22,2022-09-07,0202,2022-09-19,2022-09-19,512
대방건설(주),2022-09-23,2022-09-23,http://detre-ep.co.kr,03,공공지원민간임대,2022850019,서울은평뉴타운 디에트르 더 퍼스트,03,공공지원민간임대,서울특별시 은평구 진관동 149-4일원(은평뉴타운 3-14BL),03308,16883800,202506,2022850019,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022850019&pblancNo=2022850019&houseSecd=03,2022-09-21,2022-09-07,0303,2022-09-15,2022-09-16,82
신한자산신탁 주식회사,2022-09-14,2022-09-16,http://www.hillstate-centum.co.kr,02,오피스텔,2022950091,힐스테이트 센텀 더퍼스트,02,도시형/오피스텔/생활숙박시설/민간임대,부산광역시 수영구 망미동 1129번지 일원,48213,2020550000,202602,2022950091,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950091&pblancNo=2022950091&houseSecd=02,2022-09-13,2022-09-01,0202,2022-09-06,2022-09-06,447
(주)유승종합건설,2022-10-04,2022-10-07,https://jj.hndapt.co.kr/,03,공공지원민간임대,2022850016,남양주 진접지구 4블록 유승한내들 더테라스 연립주택,03,공공지원민간임대,경기도 남양주시 진접읍 금곡리 968번지,12056,0315644300,202303,2022850016,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022850016&pblancNo=2022850016&houseSecd=03,2022-09-14,2022-09-01,0303,2022-09-06,2022-09-07,236
삼영아파트주변지구주택재개발정비사업조합,2022-09-07,2022-09-08,,03,민간임대,2022950092,두산위브 더 아티움 재개발임대주택,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 안양시 만안구 예술공원로 51(안양동),13957,01048228036,202209,2022950092,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950092&pblancNo=2022950092&houseSecd=02,2022-09-06,2022-08-26,0203,2022-08-31,2022-09-01,10
코리아신탁(주),2022-09-08,2022-09-11,http://lucevista-gimpo.com,02,오피스텔,2022950090,고촌역 루체비스타,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 김포시 고촌읍 신곡리 1064-1,10126,18999167,202307,2022950090,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950090&pblancNo=2022950090&houseSecd=02,2022-09-07,2022-08-26,0202,2022-08-31,2022-09-02,54
약사촉진3구역주택재개발정비사업조합,2022-09-14,2022-09-15,,03,민간임대,2022950086,강원 춘천시 약사촉진3구역 롯데캐슬 위너클래스 장기민간임대아파트(107동),02,도시형/오피스텔/생활숙박시설/민간임대,강원도 춘천시 약사동 156-1번지 일원 롯데캐슬 위너클래스,24362,0332449294,202209,2022950086,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950086&pblancNo=2022950086&houseSecd=02,2022-09-05,2022-08-23,0203,2022-08-30,2022-08-31,28
주식회사 우미대한제23호민간임대주택위탁관리부동산투자회사,2022-09-16,2022-09-20,http://gh2.lynn.co.kr,03,공공지원민간임대,2022850015,경산 하양지구 A-5BL 우미린 에코포레,03,공공지원민간임대,경상북도 경산시 하양읍 하양지구 A5BL,38409,025280593,202212,2022850015,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022850015&pblancNo=2022850015&houseSecd=03,2022-08-30,2022-08-19,0303,2022-08-24,2022-08-25,665
한국자산신탁(주),2022-08-30,2022-08-31,http://bspark-prugio.com,02,오피스텔,2022950087,부산시민공원 푸르지오,02,도시형/오피스텔/생활숙박시설/민간임대,부산광역시 부산진구 부암동 92-6,47193,16000883,202603,2022950087,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950087&pblancNo=2022950087&houseSecd=02,2022-08-29,2022-08-18,0202,2022-08-23,2022-08-24,468
예술공원입구주변지구 주택재개발정비사업조합,2022-09-05,2022-09-08,,03,민간임대,2022950081,아르테자이 민간임대주택,02,도시형/오피스텔/생활숙박시설/민간임대,"경기도 안양시 만안구 안양동18-1, 108동(아르테자이) ",13914,0314724770,202209,2022950081,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950081&pblancNo=2022950081&houseSecd=02,2022-08-25,2022-08-16,0203,2022-08-22,2022-08-22,42
신한자산신탁 주식회사,2022-09-02,2022-09-03,http://w컨템포287.com,01,도시형생활주택,2022950083,서울 우남 W컨템포287 도시형생활주택,02,도시형/오피스텔/생활숙박시설/민간임대,서울특별시 금천구 시흥동 113-16,08609,15337900,202409,2022950083,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950083&pblancNo=2022950083&houseSecd=02,2022-09-01,2022-08-12,0201,2022-08-29,2022-08-29,27
신한자산신탁 주식회사,2022-08-26,2022-08-27,http://w컨템포287.com,02,오피스텔,2022950082,서울 우남 W컨템포287 오피스텔,02,도시형/오피스텔/생활숙박시설/민간임대,서울특별시 금천구 시흥동 113-16,08609,15337900,202409,2022950082,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950082&pblancNo=2022950082&houseSecd=02,2022-08-25,2022-08-12,0202,2022-08-22,2022-08-22,10
산곡2의1 주택재개발정비사업조합,2022-08-29,2022-08-31,http://www.goshinil.co.kr/,03,민간임대,2022950080,부평 신일해피트리 더루츠,02,도시형/오피스텔/생활숙박시설/민간임대,인천광역시 부평구 산곡로 31(산곡동),21367,07048082563,202209,2022950080,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950080&pblancNo=2022950080&houseSecd=02,2022-08-26,2022-08-12,0203,2022-08-17,2022-08-23,43
(주)계룡코크렙제1호위탁관리부동산투자회사,2022-09-01,2022-09-05,http://www.세종4-1리슈빌디어반.com,03,공공지원민간임대,2022850014,세종 4-1 리슈빌 디어반 H2,03,공공지원민간임대,세종특별자치시 시청대로 547(반곡동),30146,027870218,202212,2022850014,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022850014&pblancNo=2022850014&houseSecd=03,2022-08-22,2022-08-12,0303,2022-08-17,2022-08-17,326
(주)계룡코크렙제1호위탁관리부동산투자회사,2022-09-01,2022-09-05,http://www.세종4-1리슈빌디어반.com,03,공공지원민간임대,2022850013,세종 4-1 리슈빌 디어반 H1,03,공공지원민간임대,세종특별자치시 반곡로 72(반곡동),30146,027870218,202212,2022850013,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022850013&pblancNo=2022850013&houseSecd=03,2022-08-22,2022-08-12,0303,2022-08-17,2022-08-17,210
(주)엠디엠,2022-08-20,2022-08-22,,02,오피스텔,2022950085,운정 푸르지오 파크라인 2단지,02,도시형/오피스텔/생활숙박시설/민간임대,파주시 와동동 1498-2번지,10896,15887734,202510,2022950085,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950085&pblancNo=2022950085&houseSecd=02,2022-08-19,2022-08-11,0202,2022-08-16,2022-08-16,81
(주)엠디엠,2022-08-20,2022-08-22,,02,오피스텔,2022950084,운정 푸르지오 파크라인 1단지,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 파주시 와동동 1500번지 일대,10896,15887734,202510,2022950084,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950084&pblancNo=2022950084&houseSecd=02,2022-08-19,2022-08-11,0202,2022-08-16,2022-08-16,561
산곡2-2주택재개발정비사업조합,2022-08-26,2022-08-30,https://www.ssyapt.com/ko/sm/move_view.asp?vCode=P2010065&search=AREA&keyword=&page=1,03,민간임대,2022950079,쌍용 더 플레티넘 부평(민간임대),02,도시형/오피스텔/생활숙박시설/민간임대,인천광역시 부평구 원적로287번길 25(산곡동),21368,0325251627,202209,2022950079,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950079&pblancNo=2022950079&houseSecd=02,2022-08-25,2022-08-10,0203,2022-08-16,2022-08-22,36
대방건설(주),2022-08-25,2022-08-26,http://www.detre-ep.co.kr,03,공공지원민간임대,2022850018,서울은평뉴타운 디에트르 더 퍼스트,03,공공지원민간임대,서울특별시 은평구 진관동 149-4 일원(은평뉴타운 3-14BL),03308,16883800,202506,2022850018,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022850018&pblancNo=2022850018&houseSecd=03,2022-08-22,2022-08-10,0303,2022-08-16,2022-08-17,88
주식회사 하나자산신탁,2022-08-22,2022-08-24,http://www.판교디오르나인.com/,02,오피스텔,2022950077,판교 디오르나인 SITE B,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 성남시 분당구 대장동 661 외 1,13544,18334020,202406,2022950077,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950077&pblancNo=2022950077&houseSecd=02,2022-08-19,2022-08-08,0202,2022-08-16,2022-08-16,56
주식회사 하나자산신탁,2022-08-22,2022-08-24,http://www.판교디오르나인.com/,02,오피스텔,2022950076,판교 디오르나인 SITE A,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 성남시 분당구 대장동 661 외 1,13544,18334020,202406,2022950076,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950076&pblancNo=2022950076&houseSecd=02,2022-08-19,2022-08-08,0202,2022-08-16,2022-08-16,62
우남연립주택재건축정비사업조합,2022-08-24,2022-08-26,,02,오피스텔,2022950075,주안역 플랫폼시티,02,도시형/오피스텔/생활숙박시설/민간임대,인천광역시 미추홀구 주안로61번길 11(주안동),22132,18778079,202209,2022950075,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950075&pblancNo=2022950075&houseSecd=02,2022-08-23,2022-08-08,0202,2022-08-16,2022-08-18,24
케이비부동산신탁(주),2024-10-08,2024-10-08,http://prahills-sosa.com/,02,오피스텔,2024950065,현대프라힐스 소사역 더프라임,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 부천시 소사구 소사본동 70-6,14704,0323282001,202410,2024950065,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2024950065&pblancNo=2024950065&houseSecd=02,2024-10-07,2024-09-25,0202,2024-09-30,2024-09-30,2
도마 변동8구역 주택재개발 정비사업조합,2022-08-29,2022-08-31,,03,민간임대,2022950071,도마e편한세상포레나 818동 민간임대,02,도시형/오피스텔/생활숙박시설/민간임대,대전광역시 서구 도마동 179-30번지 일원 도마e편한세상포레나 818동,35402,0424897631,202208,2022950071,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950071&pblancNo=2022950071&houseSecd=02,2022-08-23,2022-08-08,0203,2022-08-16,2022-08-18,39
케이비부동산신탁(주),2022-08-18,2022-08-19,https://yj-sk.co.kr/,02,오피스텔,2022950078,영종 SK VIEW,02,도시형/오피스텔/생활숙박시설/민간임대,인천광역시 중구 운서동 3049-1,22376,0221909800,202506,2022950078,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950078&pblancNo=2022950078&houseSecd=02,2022-08-17,2022-08-05,0202,2022-08-10,2022-08-11,432
로얄맨션주택재건축정비사업조합,2022-08-26,2022-08-26,http://www.주안극동스타클래스.com/,02,오피스텔,2022950070,주안 극동스타클래스 더 로얄,02,도시형/오피스텔/생활숙박시설/민간임대,인천광역시 미추홀구 주안동 882-1번지,22142,15334434,202504,2022950070,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950070&pblancNo=2022950070&houseSecd=02,2022-08-24,2022-08-05,0202,2022-08-19,2022-08-19,108
석미건설(주),2024-10-17,2024-10-18,http://www.seokmi.co.kr,03,민간임대,2024950066,증평 석미아데나 에듀포레,02,도시형/오피스텔/생활숙박시설/민간임대,충청북도 증평군 증평읍 증평리 661번지 일대,27945,15511105,202605,2024950066,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2024950066&pblancNo=2024950066&houseSecd=02,2024-10-16,2024-10-04,0203,2024-10-10,2024-10-11,80
(주)무궁화신탁,2022-08-18,2022-08-19,https://병점역서해스카이팰리스.com/,02,오피스텔,2022950073,병점역 서해 스카이팰리스 3단지,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 화성시 병점동 886-1번지,18371,0313570110,202508,2022950073,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950073&pblancNo=2022950073&houseSecd=02,2022-08-16,2022-08-04,0202,2022-08-10,2022-08-10,90
(주)한원그룹,2024-10-14,2024-10-14,http://www.hanwon.co/imun,01,도시형생활주택,2024950067,이문 월드메르디앙 힐트리움 더 테라스,02,도시형/오피스텔/생활숙박시설/민간임대,"서울시 동대문구 이문동 348-11, 348-12",02451,029955949,202410,2024950067,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2024950067&pblancNo=2024950067&houseSecd=02,2024-10-11,2024-09-27,0201,2024-10-07,2024-10-07,4
(주)무궁화신탁,2022-08-18,2022-08-19,https://병점역서해스카이팰리스.com/,02,오피스텔,2022950072,병점역 서해 스카이팰리스 2단지,02,도시형/오피스텔/생활숙박시설/민간임대,"경기도 화성시 병점동 884-5,6번지",18371,0313570110,202502,2022950072,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950072&pblancNo=2022950072&houseSecd=02,2022-08-16,2022-08-04,0202,2022-08-10,2022-08-10,153
한울,2024-10-22,2024-10-23,https://www.더하이클래스.com,02,오피스텔,2024950068,한울에이치밸리움 더하이클래스 (전세가능),02,도시형/오피스텔/생활숙박시설/민간임대,서울특별시 강서구 화곡동 987-5외 4필지,07687,0236627003,202411,2024950068,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2024950068&pblancNo=2024950068&houseSecd=02,2024-10-21,2024-10-08,0202,2024-10-14,2024-10-16,24
한울,2022-08-08,2022-08-10,https://www.더하이클래스.com,02,오피스텔,2022950074,한울에이치밸리움 더하이클래스,02,도시형/오피스텔/생활숙박시설/민간임대,"서울특별시 강서구 화곡동 987-5,6,12,13,14",07687,0236620914,202407,2022950074,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2022950074&pblancNo=2022950074&houseSecd=02,2022-08-05,2022-07-28,0202,2022-08-02,2022-08-02,63
